cluster_id,text,count,sustainability_class
1403,Strengthening national policies on traditional medicine,219,NS
1404,Programmes to facilitate decision-making by Māori,558,S
1405,Counseling on postnatal care services by Health Extension Workers and Midwife/Nurse,591,NR
1406,Checklists to prepare for discharge to improve care coordination,589,NR
1407,Investment in human capital development,885,S
1408,Implementing social support programs for international students,935,NR
1409,Less mowing and fertilisers on lawns,119,S
1410,Sowing of selected species to manage and restore natural communities,319,S
1411,IUCN Red List for the assessment of species' conservation status,553,S
1412,Consideration of vegetation removal as a management tool at additional locations,297,NS
1413,Implementation of ecological restoration measures in priority areas,1063,S
1414,Vegetation restoration strategies,458,NS
1415,Improved data collection on effectiveness and costs of different mitigation measures,277,PS
1416,Enhancing the protection network of existing suitable habitats,300,S
1417,Nationally Determined Contributions (NDCs) under the Paris agreement,946,S
1418,Regular group activities for experience exchange and confusion resolution,176,NR
1419,Regulatory safety assessments for GM crops,665,S
1420,Regulatory landscape governing farming practices,251,NS
1421,Proactive practice and implementation of human rights due diligence,955,S
1422,Incorporating digital literacy training,1373,S
1423,Improving energy efficiency and using more renewable energy sources,222,S
1424,Integration of renewable energy sources into the energy sector for economic growth,88,S
1425,"Increased climate finance, technology transfer, and capacity building from developed countries to support developing countries in climate actions.",424,S
1426,Development of universal approaches to addressing bullying behaviors in various professional settings,1014,NS
1427,Promoting the integration of market mechanisms with government regulation to leverage the market’s decisive role in resource allocation,153,S
1428,Implementing alternative transportation methods and precautions to prevent traffic congestion,265,S
1429,Reduction of transportation costs,639,S
1430,Implementation of sustainable management practices that promote microbial diversity and soil health,503,S
1431,Better access to interventions to lessen the impact of frailty,1163,NR
1432,Incorporating a circular and sustainable bioeconomy,530,S
1433,Promoting healthier food selections for consumers at the restaurant level,545,PS
1434,Government involvement in promoting agricultural mechanization,1211,NS
1435,Using constructed wetlands to treat wastewater,430,S
1436,Use of fertilizer,419,NS
1437,Implement shading devices to minimize solar radiation inside buildings,1088,S
1438,Fostering an organizational culture,972,NS
1439,Improving public services,466,NS
1440,Implement load shedding as a measure to manage power supply shortages,260,NS
1441,Entrepreneurs using borrowed funds for land speculation and productive investment,14,
1442,Net metering for prosumers,941,S
1443,Establishment of a standard-of-care for weight management,1438,NS
1444,Providing targeted dietary counselling,685,PS
1445,Individualized education and addressing concerns for promoting safe and effective implementation of intermittent fasting,415,NR
1446,"Integration of physical activity recommendations into routine patient care by healthcare providers, including screening, individualized prescriptions, and referrals to community programs.",779,NR
1447,Strict air pollution control policies and measures,1272,NS
1448,Use of the precautionary principle,184,S
1449,Improving the information basis for investment decisions,439,NS
1450,Focused interventions to address the financial factors that influence mental health in vulnerable people,224,NR
1451,Expanding access to affordable fertility treatments and maternal healthcare,751,NR
1452,Cash incentive for pregnant women to deliver in facilities (JSY programme),313,NR
1453,Measures to reduce sickness absence,699,NR
1454,Regular mental health screening in health and social service settings,347,NR
1455,"Implement or enhance Employee Assistance Programs that offer confidential counseling services, resources, and referrals to mental health professionals.",452,NR
1456,School-based nutrition education programs to promote healthy dietary habits among adolescents,567,NR
1457,Vitamin D supplementation guidelines,808,NR
1458,Introduction of gender-sensitive curricula and research,771,PS
1459,Turkey's NRE policies to reduce dependence on imported energy and increase the share of renewables,322,S
1460,Adoption of improved production practices to minimize risk of aflatoxin contamination,779,S
1461,"Introducing job rotation, job enlargement, and job enrichment to improve the nature of work",644,NR
1462,Implement programs to stimulate self-efficacy skills for teachers,1109,NR
1463,Generous parental leave regulations,1547,NS
1464,Increasing promotional offers and value added services,440,NR
1465,Clear reporting standards for ESG,1431,NS
1466,Adequate control and regulation of gas flaring,359,NS
1467,Land Degradation Neutrality (LDN) implementation,257,S
1468,Tailored educational campaigns and integrating environmental health into medical training,162,NR
1469,Change communication strategies between government and communities as stakeholders,245,S
1470,Implementing targeted innovation policies,925,S
1471,Sustainable land-use planning in mountainous environments,319,S
1472,sustainable and agronomically efficient water and fertilizer management strategy that effectively balances increased productivity with ecological protection,5,S
1473,"Promoting environmental sustainability in agricultural land use, including combating erosion and protecting biodiversity.",320,S
1474,Developing regulations and guidelines for the safe and responsible use of nanofertilizers,140,S
1475,Providing adequate reward and motivation for employees,1535,NR
1476,Implementation of an energy saving policy to give momentum to social and economic development,569,S
1477,Lowering the capital cost of the solar water heating/cooling system,459,S
1478,Environmental oversight and control exerted by local governments,495,NS
1479,Enhancing cold storage and transportation,479,S
1480,Government incentives for solar PV systems,1698,S
1481,Implement financial incentives and investment subsidies to encourage greater capital allocation towards renewable energy projects.,958,S
1482,Subsidizing essential services and office visits,125,NR
1483,Gender-speciﬁc approaches in health interventions,830,NR
1484,Enhancing the role of religious institutions in fostering spiritual well-being,1008,NR
1485,Grassland subsidies,304,NS
1486,Exploiting the full potential of blue carbon in coastal zones,200,S
1487,Tobacco taxation,423,NS
1488,Reducing out-of-pocket payments for healthcare,984,NS
1489,Promoting sustainable agricultural practices,619,S
1490,Government can provide financial support to farmers to help them adopt sustainable farming practices and technologies.,582,S
1491,"Leadership and community mobilization to guide the restoration process, involving community members, government bodies, and other relevant stakeholders.",16,S
1492,Supporting the development of innovative business models,292,S
1493,Support mechanisms for agricultural enterprises,277,S
1494,Application of poultry manure at 5 t ha-1 to improve maize yield,456,S
1495,Strategies to expand protection to informal workers,743,NR
1496,Social safety net for those who cannot find a job outside agriculture,8,NR
1497,Limiting human disturbance in key ecological areas,373,NS
1498,Beach cleaning to enhance tourism potential,645,NS
1499,Sustainable land management practices,644,S
1500,Regular field monitoring by government officials to ensure the effective enforcement of regulations,90,S
1501,Implementation of effective and efficient technological adaptation for lecturers and students,373,PS
1502,Escalating adoptions strategies for technological innovations,270,S
1503,Enhanced emissions monitoring,105,S
1504,Stringent control measures to achieve lower emissions from traffic-related pollution,488,NS
1505,Establishment of low emission zones,396,NS
1506,"Create pedestrian-friendly streetscapes with sidewalks, crosswalks, and bike lanes",851,S
1507,Expanding cycling infrastructure.,1461,NS
1508,Enhancing emergency response plans,764,S
1509,Heat-protection advice and medical service preparation to mitigate the impacts of heat waves on vulnerable populations,954,NR
1510,Framework for capacity building in SEA,88,S
1511,Implementing early warning systems and community outreach initiatives to boost local adaptation ability.,93,NR
1512,Strengthening community empowerment and capacity-building,27,PS
1513,Financial support for students,1292,NS
1514,Strategic incentives to supplement the unfavourable living conditions to attract and retain capable graduates in rural mountainous regions.,3,NR
1515,Agricultural cooperatives providing access to value-added support and processing facilities,1086,S
1516,Expanding the use of improved maize varieties,561,NS
1517,Ensuring economic and political stability,235,PS
1518,COVID-19 lockdown policies,2897,NS
1519,Strengthening antenatal care services,1333,NS
1520,Capacity-building for national health systems,387,NR
1521,Tailored policy frameworks that address region-specific constraints and leverage local advantages,1063,S
1522,Implementing policies for diversity and inclusion,655,NR
1523,Implementing city planning measures to mitigate the Urban Heat Island (UHI) effect,1348,S
1524,Comprehensive urban energy planning,549,S
1525,Ensuring public services at the time of volcanic events,207,NR
1526,Bolsa Familia Program (BFP) conditional cash transfer program,731,NR
1527,Establishing guidelines and monitoring for child labour,309,NS
1528,Financial supports for single-parent households,873,NS
1529,Subsidies requiring green innovations,627,S
1530,Improving risk coverage offered by insurance companies,613,NR
1531,Capacity building for farmers to ensure the full potential of the cassava crop,745,S
1532,Building disaster prevention and mitigation facilities in intensive agricultural regions,21,S
1533,Increase investments in western regions to reduce regional development gaps,857,S
1534,Ecological water transfer,203,S
1535,Expanding agricultural areas,552,NS
1536,Standardizing the application of fertilizers,1045,NS
1537,Improving the urban-rural medical insurance scheme,817,NS
1538,Extending outreach to rural populations,137,PS
1539,Supplemental Nutrition Assistance Program (SNAP) and SNAP Women Infants and Children (WIC) for food assistance,1188,NS
1540,Financial support for the elderly population,1098,NS
1541,Emphasize ongoing research and development on climate change and variability,156,S
1542,Interventions leveraging existing strengths of social networks to enhance community wellbeing,500,NR
1543,Education programs for parents and guardians on adolescent sexual reproductive health needs,1671,NR
1544,Implement targeted interventions to support adolescent well-being,654,NR
1545,Energy management within the micro-grid,757,S
1546,"Integration of existing initiatives for database management at district, national and global levels",165,PS
1547,Construction of cattle water drinking points to reduce pressure on natural water sources,78,S
1548,Establishing green supply chains,1144,S
1549,Implementing monetary incentives to enhance employee performance,773,NS
1550,Nutrition education interventions in educational settings,961,NR
1551,Integrate supplementary cementitious materials,2510,NS
1552,"WHO action for preconception care (PCC) recommending targeted, individual-level PCC through innovative channels",423,NR
1553,"Collaboration among local communities, statutory agencies, transboundary conservation authorities, scientific experts, and non-governmental organizations for integrative conservation strategies.",502,S
1554,Encouraging youth involvement in agriculture,393,S
1555,"Actively cultivating psychological safety through supportive leadership, inclusive decision-making, and mechanisms for open feedback",214,NR
1556,Planning and implementing tailored interventions to broaden and build PsyCap and core self-evaluations in employees,603,NR
1557,Implementing regulations to safeguard workers' rights in the gig economy,347,NS
1558,China’s energy conservation and emission reduction policies,501,NS
1559,Exploring the potential of mobile credit services and expanding the range of payment options.,745,PS
1560,Family Health Strategy (FHS) as the guiding axis of the organization of the Brazilian health system (SUS),589,NS
1561,Family-based approaches targeting caregivers and patients for cardiovascular health promotion,1380,NR
1562,Promoting education about healthy food habits,1300,NR
1563,Integration of aspects of biophilic design in urban environments,295,S
1564,Reuse and recycling of materials,822,S
1565,Conducive policies promoting sustainable agricultural practices,96,S
1566,Public participation in developing plantations of S. asoca in the agricultural landscape for conservation purposes,33,S
1567,Establishment of protected areas for threatened plant species,721,S
1568,Reduction of timber extraction for the charcoal production,223,S
1569,Scientific planning for forest land restoration,657,S
1570,Involvement of local people in the management of sacred groves,179,S
1571,Service-learning programs in higher education institutions,221,NR
1572,Farm to Fork strategy as part of the European Green Deal,224,NS
1573,Exploring the need for additional or alternative indicators to better capture dietary quality,418,NR
1574,Global Carbon Budget approach for CO2-LULUCF emissions,520,S
1575,Increases in social spending,592,PS
1576,"Community-driven empowerment initiatives that provide financial aid, skills training, and resources for income-generating activities",140,S
1577,Use of Fixed Chimney Bull’s Trench Kiln (FCBK) technology for brick kilns,185,NS
1578,Ensuring transportation services for elderly population,327,NR
1579,Addressing underlying social determinants to reduce child mortality rates,605,PS
1580,Mitigating the negative impacts of poor childhood health through policy initiatives,287,NR
1581,Early recognition of ACEs to prevent and mitigate their detrimental impacts,447,NR
1582,Universal Basic Income (UBI) to guarantee a basic income for all,423,NS
1583,Strengthening intergenerational links,207,S
1584,Empowering marginalised groups,329,S
1585,Pensions for public sector workers,380,NS
1586,Protection of turtle nesting sites,808,S
1587,Establish migrant entrepreneur support networks with dedicated coordination in high-migration communities,575,NR
1588,Optimal inventory management,1177,NS
1589,Promoting savings,230,S
1590,Strengthening veterinary services and farmer training,657,S
1591,Wellness programs in US prison context,1290,NR
1592,Policies promoting the deployment of agrivoltaic systems to balance agricultural production and renewable energy development,605,S
1593,Enhancing transportation to address financial and logistical barriers to care,408,NR
1594,Interventions based on positive psychology,783,NR
1595,Outsourcing,20,
1596,Collaborative monitoring schemes with involvement of local communities in all monitoring steps,163,S
1597,Placing information and directional signs,262,PS
1598,Expanding the ecological area in urban waterfront spaces,404,NS
1599,Fostering professional management practices in hospitals,481,NR
1600,Maternal health education campaigns,683,NR
1602,Availability of technical expertise for geothermal energy exploitation,615,S
1603,Increasing boiler combustion efficiency to 85%,456,S
1604,Encouraging participation in extracurricular activities and fostering a sense of community within the university,770,NR
1605,Protecting the local ecological environment,68,S
1606,Strengthening management support for SCADA implementation,49,NR
1607,Improving the educational curriculum in line with the skills demanded by employers,960,NR
1608,Differentiated management across various zones,144,NS
1609,Anticipatory governance for policy interventions,108,S
1610,Country-specific strategies for decarbonization,828,NS
1611,Optimizing the use of raw materials,514,S
1612,"Integrated and coordinated economic, agricultural and nature conservancy policies",68,S
1613,Climate policies promoting technological development,117,S
1614,Formulating policies for production structure and technical efficiency,191,S
1615,Strategies to promote the necessity of renewable and sustainable energy investments.,49,S
1616,Incorporating digital inclusion strategies into national development plans,383,NR
1617,Funding stability for program sustainment,246,S
1618,Align personal goals of employees with organizational goals.,464,NR
1619,Promoting low-carbon technologies,837,S
1620,Regulation of embodied carbon in the construction industry,902,S
1621,Policy for greater involvement of fathers,426,NR
1622,Special state assistance for specific vulnerable regions,7,
1623,Guaranteeing the equity and welfare of women’s employment,1213,NS
1624,Integration of Industry 4.0 technologies in production management,433,S
1625,Physical activity interventions that include a social component and encourage interactions between group members,271,NR
1626,Organizing seminars and workshops for community engagement,287,S
1627,Conducting long-term studies on GPC’s durability,29,
1628,Public policies of care for the elderly population,800,NR
1629,Implement improvement strategies to increase patients’ satisfaction in healthcare providers,551,NR
1630,"Land use planning based on physical, agronomic, and socio-economic criteria to determine the suitability of agricultural land and grassland.",330,S
1631,Integration of religious moderation values in the education curriculum,1346,NR
1632,Bilateral regulatory policies as conditions for market access to improve the orbital environment,148,NR
1633,Restoration of degraded wetlands,440,S
1634,Exercise recommendations to improve the physical condition and functionality of OA patients,414,NR
1635,Implementing ERAS (Enhanced Recovery After Surgery) guidelines,1060,NR
1636,Strategies for social inclusion,294,PS
1639,Use of natural pesticides and bio-pesticides,274,S
1640,Improving inland waterway infrastructure,446,S
1641,European Union Green Deal action to promote sustainable activities,1150,S
1642,Relaxation of the burden of proof before coercive anti-terrorism measures are adopted,291,
1643,Increasing presence of supermarkets as consumer market outlets,235,NR
1644,Educational interventions that encourage practicing mindfulness,1551,NR
1645,Clearinghouse of best practices for odour regulation,146,
1646,Implementation of climate smart agriculture (CSA) to enhance resilience and resource use efficiency of farmers and herders,720,S
1647,Feed subsidies for livestock owners during drought periods,224,S
1648,Implementing lean manufacturing practices,711,S
1649,Developing successful strategies to increase job satisfaction of health employees,221,NR
1650,Testing Rao’s Q methodology in different geographic areas and ecosystems,4,
1651,Integration of energy management techniques,1110,S
1652,Design user-centered toolkits that lower technical barriers.,353,PS
1653,Simple awareness campaigns adapted to the various socio-economic contexts,231,S
1654,Implementing practices for pump systems,522,S
1655,Infrastructure development for agricultural innovation,115,S
1656,Greenhouse Gas Protocol for accurate measurement and reporting of emissions,1207,S
1658,Performance-Based Research Funding System (PBRF) to distribute government funding and improve research quality,129,NR
1659,"Facilitation by local organisations (NGOs, farmers groups, local government) for access to productive resources",34,PS
1660,Transformation of planting structures,108,S
1661,Promoting the production of soybeans in the rural sector,352,S
1662,Promoting a low-carbon lifestyle,437,S
1663,Enhancing environmental justice considerations in grant allocations and policy implementation,634,S
1664,Establish a digital infrastructure for vulnerable older adults to improve digital literacy,1155,NR
1665,National Rural Livelihood Mission (NRLM),844,NS
1666,Widening access to green spaces across all communities and social gradients,1061,S
1667,Member States' support for the emerging hydrogen economy,2602,S
1668,Promotion of physical activity programs in community-based settings,716,NR
1669,Extension support by public agencies for mushroom cultivation,129,S
1670,"Protecting, restoring, and sustainably managing terrestrial ecosystems",244,S
1671,Training and education programmes for caregivers,663,NR
1672,Integrating smart technologies into elderly care services,317,NR
1673,Sustainable agricultural practices in the Syr-Darya River basin,69,PS
1674,Medicaid coverage expansion,983,NS
1675,Development of climate-resilient infrastructure,705,S
1676,Conservation and education strategies for improving the current state of geosites,230,S
1677,Communication and awareness campaigns for flood risk management,1188,NR
1678,Strengthening the referral system in health services,385,NR
1679,Control emissions from tyre and brake wear and road abrasion,266,S
1680,Hukou system restricting rural-to-urban migration,557,NS
1681,Job-housing balance policies that aim to ensure spatial proximity between jobs and housing.,75,PS
1682,Synchronizing land supply and new district construction with population and industrial growth trends,10,PS
1683,Intervention strategies promoting healthy dietary intake,563,S
1684,Participatory cooking training courses,215,NR
1685,Expanding access to structured exercise programs,877,NR
1686,Promoting outdoor community events,352,PS
1687,Physical activity and nutrition promotion strategies,214,NR
1688,Establish university counseling centers dedicated to providing psychological and social support for students.,1775,NR
1689,Integrating mental health education within the school curriculum,862,NR
1690,"Precise fertilization management, including suitable fertilizer type and dosage, for sustainable wheat production",522,S
1691,Installation of photovoltaics (PVs) on buildings,1242,S
1692,Interventions promoting the Mediterranean diet,701,S
1693,Democratisation of work and organizations,34,NR
1694,Interventions helping workers prioritize down-time and physical well-being,430,NR
1695,Including caregivers in Sickle Cell Disease (SCD) care processes,233,NR
1696,Creating accessible neighborhoods with adequate service provision,161,S
1697,Improve the level of forest coverage,196,S
1698,Promoting biodegradable polymers,714,S
1699,Curricular changes that prioritize the well-being of students in medical training,808,NR
1700,Regulating the harvesting of forest resources,25,S
1701,Protection and sustainable management of water-related ecosystems,229,S
1702,Development of entrepreneurial skills through education programs and other activities,1451,PS
1703,Enhancing access to effective services to mitigate the impacts of ADHD,66,NR
1704,Family psychoeducation program for caregivers of people with recent-onset psychosis,475,NR
1705,Long-Term Care Insurance (LTCI) implementation in the first round of national pilot cities,1155,NR
1707,Building private ECE capacity in underserved areas,21,NR
1708,Provision of breastfeeding facilities in workplaces,528,PS
1709,Creating an enabling environment for families to support their older members,596,NR
1710,Use of monitoring based on citizen science,623,S
1711,Experimenting with multiple optimization algorithms for energy systems,535,S
1712,Active involvement of teachers in the decision-making process,507,NR
1713,Combination of all proposed nature-based solutions (NbS) to maximize benefits,872,S
1714,Government support for the development of battery recycling enterprises,982,S
1715,Strengthening chronic disease management,487,NS
1716,Regular health checkups for workers,277,NR
1717,Establishing ecological management zones,452,S
1718,Garden interventions increased access to fruits and vegetables during the school day,599,S
1719,Diversifying the economy,523,S
1720,Incorporating community perspectives into intervention strategies,420,PS
1721,"Selection of tourist, agricultural and industrial sites",12,
1722,Allocation of funds for waste management technology innovation,538,S
1723,Integrating the local stakeholders and community in the overall design of management initiatives,90,S
1724,Analysing the effectiveness of current FDI policies in attracting environmentally friendly investments and discouraging polluting industries.,528,S
1725,Literacy campaigns for the poor and vulnerable population,307,NR
1726,Guaranteeing free price formation on the electricity market,814,NS
1727,Continuous employee feedback systems to monitor engagement and adjust policies accordingly.,777,NR
1728,Amendments to the Mental Health Act 2014 (Vic) to better comply with article 12 of the CRPD,1334,NR
1729,Analysis of state support policies for green energy,133,S
1730,Adoption of sustainable practices in industry,5,S
1731,Adopt mindfulness programs to support teachers.,1123,NR
1732,Leveraging blockchain technology and traceability solutions to enhance transparency and accountability,807,S
1733,Fostering a culture of innovation and efficiency in the digital era for e-government services by Rokan Hulu Municipality Government,693,PS
1734,Enhancing social support for students,217,NR
1735,Regulating rural land transfer,710,NS
1736,Further initiatives for the promotion of active commuting at schools,920,S
1737,Development and enforcement of appropriate waste management policies,515,NS
1738,Use of Human Development Index (HDI) as a development indicator,305,PS
1739,Incorporation of lived experience into suicide prevention initiatives,509,NR
1740,Social skills training program for students,427,NR
1741,Implementation of permeable pavements in housing estates,517,S
1742,Reducing wait times through efficient appointment systems and staffing adjustments.,548,NR
1743,Monitoring child growth and development,377,NR
1744,Proper educational programs for PA engagement interventions,390,NR
1745,Providing parenting education on cultivating healthy eating habits,854,NR
1746,Implementation of Transit-Oriented Development (TOD) strategies,615,NS
1747,Financial support packages for people affected by COVID-19,1021,NR
1748,Public education campaigns to promote health guidelines and collective action against COVID-19,527,NR
1749,Encourage tomato retailers to remain in the business,54,NR
1750,Create peer support networks for teachers to share experiences and strategies.,346,NR
1751,Adopt transparent and performance-based promotion policy,145,NR
1752,Delimiting and implementation of ecological protection red lines,570,S
1753,NSW Biodiversity Offsets Scheme,35,
1754,Improving cybersecurity systems with encryption technology and strict surveillance for digital systems.,511,NR
1755,Improved waste collection and disposal infrastructure,1340,NS
1756,Quota systems to prevent increase in environmental impacts of farming sites,7,NR
1757,Establishment of model groups for joint assessment of disaster loss,152,
1758,Proper management practices in the use of wastewater for agricultural irrigation,636,NS
1759,Formulating measures to optimize the rational spatial distribution of health care resources based on accessibility assessment,320,PS
1760,Establish regional cooperative governance mechanism for air pollution control,653,NS
1761,"Multi-sectorial integrated, evidence-based strategies to prevent and decrease NCDs",507,NR
1762,"Adjusting services to match beneficiaries’ capacities, market demands, and local contexts",127,NR
1763,Review and adjust workload given to employees according to their capacity,810,PS
1764,Leisure activity campaign to overcome internal leisure constraints of the individual,173,NR
1765,Policies and programs to increase LPG penetration and adoption rates,306,NS
1766,Strengthen the social ecosystem of pregnant and parenting adolescent girls,236,NR
1767,Encouraging remittances via appropriate policy formulation and implementation,437,NS
1768,Disbursement of resources to address environmental factors in rural communities,17,S
1769,Airtightness standards for buildings,198,S
1770,Improvement of energy efficiency in housing,45,S
1771,"Developing agricultural branches selectively considering micro-regions, natural conditions and tradition",272,S
1772,Optimizing the capacity and functions of public spaces,410,NS
1773,Time management training for students,337,NR
1774,Public aid perceived by small farms,150,S
1775,"Durable policies, participatory planning, and cross-sectoral coordination in ensuring sustainability outcomes",7,S
1776,Promoting integrated urban-rural development,603,S
1777,Government engagement with civil society and other stakeholders to identify the right combination of interventions,27,NR
1778,Local community-based initiatives to facilitate development,129,S
1779,Preparation of employers and policymakers for critical situations such as a pandemic,495,PS
1780,Integration of mental health into disaster response frameworks,659,NR
1781,"Targeted policies and measures for different regions based on spatial heterogeneity of precipitation, temperature, and terrestrial ecosystems",48,S
1782,Providing clear guidelines to facilitate the approval and uptake of TERR projects.,4,
1783,International agreements to declare health as a human right,283,NR
1784,Poverty eradication and rural development initiatives to empower farmers with resources for improved productivity,106,S
1785,"Incorporating cultural knowledge into curriculum, policy, and practices",695,PS
1786,Socio-economic development policies to ensure social justice,272,NR
1787,Increased training of health professionals to provide better recommendations on physical activity during pregnancy,479,NR
1788,Healthy China Initiative (2019–2030),307,NR
1789,Conducting comprehensive climate risk assessments,455,S
1790,National planning of agricultural development,307,NS
1791,Design sector planning and communication campaigns considering season and market of origin,3,
1792,Development of appropriate interventions and protocols for lower-middle-income countries context,136,NR
1793,Deployment of solar-powered irrigation pumps in the agricultural sector.,329,S
1794,Use of hybrid concepts in passenger cars and light duty vehicles,120,S
1795,Health education campaigns focusing on male participation in maternal health,611,NR
1796,"mHealth intervention targeting mothers and fathers in a low-income country, incorporating messaging to cover both the antenatal and postnatal periods",213,NR
1797,Increase the mix of land uses,377,S
1798,Improving neighbourhood walkability,767,S
1799,Regulate urban expansion to prevent excessive land conversion.,1211,NS
1800,Designation of green belts as confined regions to restrict development,70,S
1801,Designing flexible spaces to facilitate building functions,414,S
1802,Continuously construct greenway network to improve ecological connectivity of built-up areas,650,S
1803,Enhancing land use efficiency,286,S
1804,Policies for the energy technology innovation system,76,S
1805,"Use of CCTV cameras, mobile connections, and consumer transactions for occupancy data",67,
1806,Developing effective and feasible interventions to prevent and alleviate specific dimensions of loneliness among older adults,754,NR
1807,Educational programmes for ostomy patients and their families to integrate self-ostomy care into daily activities,272,NR
1808,Terracing and contour plowing in steep and high-altitude areas,649,S
1809,Hospitals shifting towards more sustainable healthcare practices.,368,S
1810,"Interdisciplinary collaboration among scientists, policymakers, and practitioners",217,S
1811,Integration of advanced remote sensing technologies for more precise monitoring and targeted intervention.,405,S
1812,Community programs to reduce stunting prevalence,960,NR
1814,Fostering resilience among employees,131,NR
1815,Controlling urban expansion,1263,NS
1816,Increasing investment and promotion of green agricultural production technology,334,S
1817,Enforcement of ethical codes by institutions,846,PS
1818,Government awareness schemes to promote millet production and consumption,418,S
1819,Upskill HCAs in palliative care to address inadequate training as a major barrier to providing optimal end-of-life care,1537,NR
1820,Nutrition education to mothers regarding proper child feeding practices,1346,NS
1821,Community-based interventions including outreach sites and satellite clinics,75,NS
1822,Involvement of healthcare professionals in nutritional interventions,321,NR
1823,"Implementing multilevel intervention strategies addressing individual attitudes, group norms, and organizational policies simultaneously",57,NR
1824,Policies for fostering industrialization,436,NS
1825,Enhancement of the content of jobs for civil servants,399,NR
1826,Raising community awareness about environmental impact.,5,NR
1827,Protect the cognitive function of older adults,673,PS
1828,Initiatives by local authorities to avert the negative effects of urban pollution and deforestation,7,S
1829,Implement policies that mandate a minimum percentage of green space in new developments and urban renewal projects.,170,S
1830,Implementation of green roofs and walls in buildings,1342,S
1831,Transfer of development rights (TDR) for managing growth,69,S
1832,Implementation of efficient disaster waste management to sustain ecological systems and enhance social well-being,32,PS
1833,"Sand dune stabilization, including erecting small windbreaks",366,NS
1834,"Consider geographical and atmospheric conditions, built forms, resources, and local policies when developing urban planning or landscape design proposals.",67,S
1835,Government-supervised units or support of commercial plantations to control production,7,
1836,Bangladesh Capacity Development Action Plan,207,S
1837,Increase in Ecological Focus Area (EFA) weighting coefficient,8,S
1838,Stockpiling strategies and releasing government reserves to mitigate short-term supply disruptions and price shocks,30,NR
1839,"Targeted innovation diffusion and supply chain finance at the agriculture-manufacturing interface to strengthen value-added transformation (e.g., cooperative organizations)",38,NR
1840,Policies to facilitate GVC integration in less developed countries,120,NR
1841,"1995–2002 watershed restoration program in British Columbia, Canada",8,S
1842,Consideration of building materials' albedo and reflectivity in urban planning to reduce surface and near-ground air temperatures,1152,S
1843,Use of mathematical models for GHG emissions and cost reduction,24,S
1844,Charging penalties for failure to meet the CO2 emission targets,10,S
1845,Incentivize resource users to stay on the grid by including an economy model into a regulated grid,4,
1847,Three-North Shelterbelts Forest Program,595,NS
1848,Establishment of protected areas for orang-utan conservation,165,S
1849,Multi-level health promotion programs tailored to meet the needs of people living in disadvantaged or underserved areas.,79,NR
1850,Improved management plan for protecting tigers in the reserve and developing ESZs,332,S
1851,Habitat protection for bats,264,S
1852,Inclusion of SDMs in monitoring to measure project impacts after implementation.,13,S
1853,Implementing plantations and green belts to improve air quality,579,S
1854,State Investment Program (SIP) management system,8,
1855,Implementation of high-performance work systems (HPWS) to enhance organizational performance.,131,NS
1856,Preparation of individualized regular physical activity programs for asthma and COPD patients,647,NR
1857,Developing strong onboarding programs to aid new hires in adjusting to the workplace,52,NR
1858,Building more effective organizations by understanding and enhancing work engagement among employees,580,NR
1859,Increase access to personalised care for people with dementia,937,NR
1860,More thorough rules for managing and monitoring the realisation and evaluation of the impact of measures on protection of land and environment,6,S
1861,Expansion of facilities to remote areas,50,S
1862,Prioritize small HPP construction over large ones,6,PS
1863,Community institutions in planning and implementation,17,NR
1864,Policy of building e-commerce demonstration cities,372,S
1865,Farmer capacity building programs,150,S
1866,Canal-lining scenario for improvement of conveyance efficiency,198,S
1867,Military corporation health department planning and establishing its first Medical Control Program,6,NR
1868,Implementation of ecological protection projects in the Yellow River Basin,576,NS
1869,Self-management interventions for employees,24,NR
1870,Tailored support strategies for employee needs considering factors like employee characteristics and organizational size,166,NR
1871,Leveraging spatial analysis techniques,431,S
1872,Governmental strategies for Roma inclusion,232,NR
1874,Creating an enabling environment for the implementation of silvopastoral systems,108,S
1875,Sustainable urban land use management,49,S
1876,Reduced logging on Federal and private lands,53,S
1877,Efforts to raise public awareness of the impacts of land use change and the importance of sustainable land use practices.,41,S
1878,Implementing strategies considering identified factors for nutritional support,2157,PS
1879,Integration of moisture control considerations at the beginning of the design process,316,S
1880,Implement a patient-centered awareness program that includes healthcare workers,36,NR
1881,Evacuation planning and management measures,729,NS
1883,Creating farmers’ awareness for sustainable and profitable farming practices,22,S
1884,Integration of informal waste collectors into structured programs such as cooperatives,352,S
1885,State investment in building reclamation systems,5,S
1886,Implementation of a tightly construed compliance structure,174,S
1890,Strengthening counseling and support systems in schools for children of migrant workers,449,NR
1891,Environmentally friendly planning,59,S
1892,Promoting sustainable building design in line with economic targets and climatic conditions,529,S
1893,Addressing risk factors and enhancing protective factors to support teacher well-being,892,NR
1894,Restrictions imposed by authorities of the Biosphere Reserve on agricultural activities,20,S
1895,Integration of reverse logistics and remanufacturing processes to enhance sustainability in the supply chain.,536,S
1896,Implement ameliorative intervention in colder period of the year considering higher hazard of variations of decisive hydrochemical parameters at higher water temperature,12,NR
1898,Integration of artificial intelligence and machine learning in data analysis to enhance the predictive power of monitoring systems.,288,S
1899,Using long troughs to reduce competition at feeding,3,
1900,Education and awareness campaigns to improve quality of life for menopausal women,372,NR
1901,"Selection of culturally relevant music, songs, and dance styles for interventions",321,NR
