;record_id;type_of_reference;title;secondary_title;language;keywords;abstract;author_address;custom3;issn;year;doi;accession_number;notes;date;volume;start_page;end_page;number;custom7;custom6;first_authors;included;Cleaned_Title;DOI;Keywords
779;779;JOUR;Data Analytics for Air Travel Data: A Survey and New Perspectives;ACM COMPUTING SURVEYS;English;['Airline', 'revenue management', 'big data', 'AIRLINE YIELD-MANAGEMENT', 'SEAT INVENTORY CONTROL', 'LOW-COST AIRLINES', 'REVENUE MANAGEMENT', 'CUSTOMER SERVICE', 'FULL-SERVICE', 'CONFLICT DETECTION', 'ANCILLARY FEES', 'MARKET SHARE', 'FARE CLASSES'];From the start, the airline industry has remarkably connected countries all over the world through rapid long-distance transportation, helping people overcome geographic barriers. Consequently, this has ushered in substantial economic growth, both nationally and internationally. The airline industry produces vast amounts of data, capturing a diverse set of information about their operations, including data related to passengers, freight, flights, and much more. Analyzing air travel data can advance the understanding of airline market dynamics, allowing companies to provide customized, efficient, and safe transportation services. Due to big data challenges in such a complex environment, the benefits of drawing insights from the air travel data in the airline industry have not yet been fully explored. This article aims to survey various components and corresponding proposed data analysis methodologies that have been identified as essential to the inner workings of the airline industry. We introduce existing data sources commonly used in the papers surveyed and summarize their availability. Finally, we discuss several potential research directions to better harness airline data in the future. We anticipate this study to be used as a comprehensive reference for both members of the airline industry and academic scholars with an interest in airline research.;Florida Int Univ, Knight Fdn, Sch Comp & Informat Sci, Miami, FL 33199 USA;State University System of Florida;0360-0300;2021;WOS:000705073600011;['Times Cited in Web of Science Core Collection:  8', 'Total Times Cited:  9', 'Cited Reference Count:  183'];NOV;54;10.1145/3469028;167;8;;;;;-1;Data Analytics for Air Travel Data: A Survey and New Perspectives;"10.1145/3469028
";"Airline; revenue management; big data; AIRLINE YIELD-MANAGEMENT; SEAT INVENTORY CONTROL; LOW-COST AIRLINES; REVENUE MANAGEMENT; CUSTOMER SERVICE; FULL-SERVICE; CONFLICT DETECTION; ANCILLARY FEES; MARKET SHARE; FARE CLASSES"
786;786;CPAPER;"Maritime Spatial Planning as ""Key Enabler"" of Blue Growth through ""Just Transformations"" in the European Union";8TH INTERNATIONAL SCIENTIFIC CONFERENCE CHANGES IN SOCIAL AND BUSINESS ENVIRONMENT CISABE 2020);English;['marine spatial planning', 'maritime spatial planning', 'Blue Growth', 'Blue Economy', 'ecosystem-based approach', 'sustainability assessment', 'just transfomations', 'social justice', 'MARINE', 'MANAGEMENT', 'ECONOMY', 'LESSONS', 'SEA', 'INTEGRATION'];In the world of the pressures associated with the climate change, population growth and societal challenges, maritime/marine spatial planning underpinned by the ecosystem-based approach is an ocean management governance tool and the new buzzword of the maritime sustainability debates and marine governance system. This paper provides an insight into the interrelationship between the notions of ecosystem-based maritime spatial planning and Blue Economy or Blue Growth. Purpose of the paper is to explore how maritime spatial planning can operate as the key enabler of the Blue Growth in the European Union. In this regard, firstly, sustainability assessment perspective is used. Secondly, it is supplemented by the concept of just transformations. The analysis of chosen perspectives reveals the possibilities to improve the awareness and interpretation of the maritime spatial planning establishment to address social justice concerns. (C) 2020 Leila Neimane.;Univ Latvia, Fac Law, Inst Legal Sci, 19 Raina Blvd, LV-1586 Riga, Latvia;University of Latvia;;2020;WOS:000728375800003;['Times Cited in Web of Science Core Collection:  0', 'Total Times Cited:  0', 'Cited Reference Count:  64'];;;;DX20H0003;;33;43;;"['[', ""'"", '[', ""'"", ',', '', '""', ""'"", '""', ',', '', ""'"", 'E', ""'"", ',', '', ""'"", 'D', ""'"", ',', '', ""'"", 'I', ""'"", ',', '', ""'"", 'T', ""'"", ',', '', ""'"", 'O', ""'"", ',', '', ""'"", 'G', ""'"", ',', '', ""'"", 'R', ""'"", ',', '', ""'"", 'A', ""'"", ',', '', ""'"", 'F', ""'"", ',', '', ""'"", 'I', ""'"", ',', '', ""'"", 'C', ""'"", ',', '', ""'"", 'A', ""'"", ',', '', ""'"", ""'"", ',', '', ""'"", 'S', ""'"", ',', '', ""'"", ""'"", ',', '', ""'"", 'R', ""'"", ',', '', ""'"", ""'"", ',', '', ""'"", 'L', ""'"", ',', '', '""', ""'"", '""', ',', '', ""'"", ']', ""'"", ']']";-1;"Maritime Spatial Planning as ""Key Enabler"" of Blue Growth through ""Just Transformations"" in the European Union";;"marine spatial planning; maritime spatial planning; Blue Growth; Blue Economy; ecosystem-based approach; sustainability assessment; just transfomations; social justice; MARINE; MANAGEMENT; ECONOMY; LESSONS; SEA; INTEGRATION"
787;787;JOUR;Mediating Role of Green Supply Chain Management Between Lean Manufacturing Practices and Sustainable Performance;FRONTIERS IN PSYCHOLOGY;English;['lean practices', 'green supply chain management', 'sustainable performance', 'social sustainability', 'Pakistan', 'PLS-SEM', 'SMES'];Manufacturing companies in today's industrial world are seeking to use the new manufacturing process methods. The primary goal of corporations is to achieve optimum production while deploying minimal capital. The fundamental purpose of this study is to examine the influence of various lean manufacturing practices on the sustainability performance of companies and the mediating role of green supply chain management (GSCM). The data was gathered using questionnaires from 250 Pakistani manufacturing firms and analyzed using AMOS 25. Results demonstrate that process and equipment, product design, supplier relationships, and customer relationships significantly affect sustainable performance. It is also recognized that Green Supply Chain Management mediates the interaction between HR processes, product design, supplier relationship, customer relationship, and environmental performance. The findings of this study will enable managers and decision-makers of manufacturing companies to increase sustainable efficiency and reduce waste through the use of lean manufacturing and GSCM implementation.;North China Elect Power Univ, Sch Econ & Management, Beijing, Peoples R China;North China Electric Power University;1664-1078;2022;WOS:000745130300001;['Times Cited in Web of Science Core Collection:  60', 'Total Times Cited:  62', 'Cited Reference Count:  56'];JAN 3;12;10.3389/fpsyg.2021.810504;810504;;;;;;-1;Mediating Role of Green Supply Chain Management Between Lean Manufacturing Practices and Sustainable Performance;"10.3389/fpsyg.2021.810504
";"lean practices; green supply chain management; sustainable performance; social sustainability; Pakistan; PLS-SEM; SMES"
816;816;CPAPER;A Holistic Didactical Approach for Industrial Logistics Engineering Education in the LOGILAB at the Montanuniversitaet Leoben;30TH INTERNATIONAL CONFERENCE ON FLEXIBLE AUTOMATION AND INTELLIGENT MANUFACTURING (FAIM2021);English;['Industrial Logistics Engineering Education', 'Industry 4.0', 'Holistic Didactical Approach', 'Smart Logistics', 'Logistics 4.0', 'SIMULATION'];The successful implementation of Industry 4.0 initiatives can only be established by focusing on a multitude of complex and partially interdepending requirements and enabling factors. Thereby, the education and further training of employees can be seen as one of the major prerequisites to understand, handle, and further develop existing Industry 4.0 concepts and technologies. This paper reviews the current state of the art regarding the usage of learning labs, as modern teaching and learning methods, for industrial logistics engineering education from a holistic perspective. Moreover, the authors discuss learning within the framework of action-based learning approaches as a reflected form of meaningful social interaction and introduce an exemplary system-theoretical and constructivist approach based on the LOGILAB at the Montanuniversitaet Leoben. (C) 2020 The Authors. Published by Elsevier Ltd.;Univ Leoben, Chair Ind Logist, Leoben, Austria;University of Leoben;2351-9789;2020;WOS:000863680700251;['Times Cited in Web of Science Core Collection:  9', 'Total Times Cited:  10', 'Cited Reference Count:  23'];;51;10.1016/j.promfg.2020.10.252;;;1814;1818;;;-1;A Holistic Didactical Approach for Industrial Logistics Engineering Education in the LOGILAB at the Montanuniversitaet Leoben;"10.1016/j.promfg.2020.10.252
";"Industrial Logistics Engineering Education; Industry 4.0; Holistic Didactical Approach; Smart Logistics; Logistics 4.0; SIMULATION"
837;837;CPAPER;Challenges for Effective and Efficient Supply Chain Management for Fast Moving Electrical Goods (FMEG): A Case Study;ADVANCES IN INDUSTRIAL AND PRODUCTION ENGINEERING;English;['Supply chain management', 'Fast Moving Electrical Goods', 'Opportunities and challenges'];Fast Moving Electrical Goods (FMEG) industries are among the most dynamic industry these days. Short product life cycle, intricate supply chain, unpredictable demand, tight profit margins are major challenges for FMEG industries. Scarcity of rawmaterial, unpredictable delay in transportation from foreign suppliers, non-availability of affordable skilled labor, changing customer demand have completely transformed the electric goods industries. Increasing demand for good-quality low-cost products is giving abundant opportunities of growth to FMEG industries if they manage issues and challenges of supply chain management (SCM). In this research paper, authors have studied the issues and challenges of FMEG supply chain using situation actor process-learning action performance (SAP-LAP) methodology. Authors have observed that Indian FMEG are facing challenges like supply chain collaboration (outsourcing of non-core operations, vertically integrating core competencies), retail integration, supply risk management (natural, terrorism, demand and supply), supply chain planning (demand-driven supply chains), reverse logistic, sustainability, and green supply chain and digital supply chain.;Amity Univ, Dept Mech & Automat, Noida 201303, India;Amity University Noida;2195-4356;2019;WOS:000493511600029;['Times Cited in Web of Science Core Collection:  2', 'Total Times Cited:  2', 'Cited Reference Count:  7'];;;10.1007/978-981-13-6412-9_29;;;309;313;;;-1;Challenges for Effective and Efficient Supply Chain Management for Fast Moving Electrical Goods (FMEG): A Case Study;"10.1007/978-981-13-6412-9_29
";"Supply chain management; Fast Moving Electrical Goods; Opportunities and challenges"
856;856;JOUR;Attracting supermarkets to inner-city neighborhoods: Economic development outside the box;ECONOMIC DEVELOPMENT QUARTERLY;English;['supermarkets', 'retail grocery', 'urban planning', 'economic development'];The paucity of accessible supermarkets is a continuing concern in inner-city communities. Based on a survey of planners in 32 communities, this article examines initiatives to encourage grocery retail investment, reasons for the existence or absence of initiatives, and factors in successful developments. This research shows that systematic, citywide grocery initiatives are rare, with such efforts limited to particular sites or developments. Reliance on private initiatives, absence of grassroots requests for action, and assignment of lower priority to grocery stores in commercial revitalization programs explain planner inaction. Successful initiatives are characterized by political leadership, competent public agency participation, and, often, partnerships with nonprofit agencies. This article also presents recommendations for community and economic development planners to increase grocery investment in underserved areas.;Wayne State Univ, Detroit, MI 48202 USA;Wayne State University;0891-2424;2005;WOS:000230444700003;['Times Cited in Web of Science Core Collection:  94', 'Total Times Cited:  130', 'Cited Reference Count:  30'];AUG;19;10.1177/0891242404273517;;3;232;244;;;-1;Attracting supermarkets to inner-city neighborhoods: Economic development outside the box;"10.1177/0891242404273517
";"supermarkets; retail grocery; urban planning; economic development"
864;864;JOUR;Who's behind the wheel? Visioning the future users and urban contexts of connected and autonomous vehicle technologies;GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY;English;['CAVs', 'autonomous vehicles', 'network capital', 'mobility', 'visual methodologies', 'smart cities', 'SMART CITY', 'MOBILITY', 'CITIES'];Connected and Autonomous Vehicles (CAVs) are promised by their developers to transform mobilities, making travel accessible to all - including those unable to drive due to age, affordability or disability - and thereby widen the distribution of what Urry calls 'network capital'. This paper interrogates promotional visualizations about CAVs as they imagine future automated mobilities and the scaling up of the technologies from small trials to mass roll-out. It analyses a wide range of images from a CAV trial in a UK city and demonstrates that these images reinforce rather than disrupt traditional gendered associations of automobility. This study further develops this work and notes other ways in which visualizations of CAV-enabled network mobility reiterate existing network capital inequalities. It also pays careful attention to the background urban environment in which CAVS are pictured. The paper argues that an absence of people and place specificity enable CAV technologies to be imagined as being used in other locations and contexts. Hence the visualizations of CAV that picture only specific forms corporeal mobility also work to envision the mobility of entrepreneurial capital, as the software and hardware behind the driverless vehicle is shown as transferable to, and profitable in, different contexts and situations.;Open Univ, Fac Arts & Social Sci, Dept Geog, Walton Hall, Milton Keynes MK7 6AA, Bucks, England;Open University - UK;0435-3684;2020;WOS:000528363800001;['Times Cited in Web of Science Core Collection:  20', 'Total Times Cited:  20', 'Cited Reference Count:  67'];APR 2;102;10.1080/04353684.2020.1747943;;2;155;171;APR 2020;;-1;Who's behind the wheel? Visioning the future users and urban contexts of connected and autonomous vehicle technologies;"10.1080/04353684.2020.1747943
";"CAVs; autonomous vehicles; etwork capital; mobility; visual methodologies; smart cities; SMART CITY; MOBILITY; CITIES"
891;891;JOUR;Impact of smart logistics on smart city sustainable performance: an empirical investigation;INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT;English;['Smart logistics', 'Smart city', 'Sustainable performance', 'TOE framework', 'SEM', 'Australia', 'SUPPLY CHAIN MANAGEMENT', 'BIG DATA ANALYTICS', 'SOCIAL SUSTAINABILITY', 'CONCEPTUAL-FRAMEWORK', 'ADOPTION INTENTION', 'FIRM PERFORMANCE', 'CITIES', 'TECHNOLOGIES', 'INTEGRATION', 'RESILIENCE'];Purpose Technologies continue to disrupt logistics and freight transport (known as smart logistics), but their impacts on smart city sustainability is underinvestigated. Drawing on technology, organisation and environment (TOE) perspective, the objective of this study is to empirically investigate the hierarchical effects of smart logistics on smart city sustainable dimensions (i.e. environmental, social and economic). Design/methodology/approach The study used cross-sectional survey to collect data from urban transporters, warehouse managers, retailers and information technology (IT) managers in Australia. Data were analysed using structural equation modeling (SEM) to test the hypothesised relationship between constructs of smart logistics and smart city sustainable performance. Findings The findings reveal that information and communications technologies (ICTs) use and IT capability (ITC) have positive and significant effects on smart logistics. Technology-enabled smart logistics have an immediate positive effect on smart city environment, which in turn has positive impacts on social and economic performance. Practical implications The study informs managers that smart logistics equipped with freight transport telematics can improve smart city environment through enhanced tracking and tracing of goods movement. The improved environmental stewardship is likely to support social and economic performance. Originality/value Smart city research remains primarily theoretical and focussed on concerns surrounding sustainable growth amid urbanisation and digitalisation. City logistics and urban freights play key role in smart city economic growth, but vehicular pollution pose social and environmental challenges. Technology-assisted smart logistics are likely to improve smart city sustainable performance but yet to find how they affect each other.;Victoria Univ, Business Sch, Melbourne, Vic, Australia;Victoria University;0957-4093;2021;WOS:000628786000001;['Times Cited in Web of Science Core Collection:  37', 'Total Times Cited:  40', 'Cited Reference Count:  96'];JUL 22;32;10.1108/IJLM-07-2020-0282;;3;821;845;MAR 2021;;-1;Impact of smart logistics on smart city sustainable performance: an empirical investigation;"10.1108/IJLM-07-2020-0282
";"Smart logistics; Smart city; Sustainable performance; TOE framework; SEM; Australia; SUPPLY CHAIN MANAGEMENT; BIG DATA ANALYTICS; SOCIAL SUSTAINABILITY; CONCEPTUAL-FRAMEWORK; ADOPTION INTENTION; FIRM PERFORMANCE; CITIES; TECHNOLOGIES; INTEGRATION; RESILIENCE"
897;897;JOUR;Manufacturer's online recycling channel intrusion strategies considering digital technology enabling and government subsidies;MANAGERIAL AND DECISION ECONOMICS;English;;We constructed closed-loop supply chain decision-making models for digital technology empowerment considering government subsidies and analyzed the interaction between subsidy strategies and digital technology empowerment decisions. We found that when manufacturer does not (does) implement online recycling channel intrusion, government subsidies have (have not) a transmission effect. However, when the government subsidizes manufacturer (recycling platform), channel intrusion will increase (decrease) the digital technology empowerment level of recycling platform. Meanwhile, excessive subsidies for recycling platform are not conducive to remanufacturing. In addition, when consumers' digital sensitivity is weak, government subsidies to manufacturer is more conducive to increasing social welfare.;Harbin Univ Sci & Technol, Sch Econ & Management, Harbin, Peoples R China;Harbin University of Science & Technology;0143-6570;2024;WOS:001108648900001;['Times Cited in Web of Science Core Collection:  2', 'Total Times Cited:  2', 'Cited Reference Count:  53'];MAR;45;10.1002/mde.4050;;2;1043;1066;NOV 2023;;-1;Manufacturer's online recycling channel intrusion strategies considering digital technology enabling and government subsidies;"10.1002/mde.4050
";
901;901;JOUR;Optimal Green Operation and Information Leakage Decisions under Government Subsidy and Supply Uncertainty;SUSTAINABILITY;English;['green product', 'green supply chain', 'information leakage', 'government subsidy', 'supply uncertainty', 'competition', 'MANUFACTURERS', 'SCHEME', 'CHAIN', 'PRICE'];This study investigated optimal green operation and information leakage decisions in a green supply chain system. The system consists of one supplier, one leader retailer 1, one follower retailer 2, and the government. In this system, the government subsidizes each retailer based on the selling price of the product. The supplier is subject to a yield uncertainty process. The suppler decides whether to leak leader retailer 1 ' s order quantity to follower retailer 2 or not. In this study, we first built a Stackelberg game to address the equilibrium green operation decisions, when the supplier has and has not information leakage behavior, respectively. Subsequently, we identify the supplier's information leakage equilibrium and how such behavior affects retailers' ex ante profits, consumer surplus, and social welfare through a numerical study. Interestingly, we obtained the following results: (1) Supplier leaks are the unique equilibrium of the supplier. The product's green degree and wholesale price at supplier's equilibrium are higher under information leakage than under no information leakage. (2) The supplier's information leakage behavior is good for leader retailer 1 and bad for follower retailer 2. (3) Information leakage behavior increases both consumer surplus and social welfare under certain conditions. (4) In general, key system parameters (e.g., the subsidy rate, supply uncertainty, supply correlation, and forecast accuracies) positively correlate with consumer surplus and social welfare in the same direction, while they affect retailer 1 ' s and retailer 2 ' s ex ante profit in the opposite direction. These findings provide useful insights for businesses to manage demand forecast information and make decisions on the green level of the product in green supply chain management.;Nanchang Univ, Res Ctr Cent China Econ & Social Dev, Nanchang 330031, Jiangxi, Peoples R China;Nanchang University;2071-1050;2021;WOS:000737382500001;['Times Cited in Web of Science Core Collection:  2', 'Total Times Cited:  2', 'Cited Reference Count:  32'];DEC;13;10.3390/su132413514;13514;24;;;;;-1;Optimal Green Operation and Information Leakage Decisions under Government Subsidy and Supply Uncertainty;"10.3390/su132413514
";"green product; green supply chain; information leakage; government subsidy; supply uncertainty; competition; MANUFACTURERS; SCHEME; CHAIN; PRICE"
925;925;JOUR;Optimal pricing and collection decisions in a two-period closed-loop supply chain considering channel inconvenience;TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW;English;['Remanufacturing', 'Customer perception', 'Channel inconvenience', 'Two-period', 'REMANUFACTURED PRODUCTS', 'TRADE-IN', 'COMPETITION', 'STRATEGY', 'QUALITY', 'DESIGN', 'GAME'];Improving recovery efficiency is a key concern for collectors in a closed-loop supply chain (CLSC) with remanufacturing, as customers often consider the inconvenience of recycling channels when returning used products. This issue profoundly affects collectors' capacity to recover materials. In a two-period CLSC with remanufacturing, including a manufacturer and a retailer, we develop game-theoretical models in the centralized and decentralized scenarios and compare the optimal solutions, consumer surplus, social welfare and environmental impact of different models through analytical and numerical analysis. Our aim is to examine firms' dynamic pricing strategies and collection investment decisions by considering customers' perception of channel inconvenience. There are four main findings. Firstly, in the centralized model and the retailer collection model, the decision-maker lowers the retail price in the first period. However, in the competitive collection model, the manufacturer and the retailer raise the wholesale and retail prices in the first period, respectively. Secondly, in the retailer collection model, as the recycling revenue increases, the manufacturer, although not involved in collecting, the profit also increases due to the free-rider behavior. Thirdly, in the competitive collection model, when the remanufacturing cost savings is relatively high, the collection investment of the manufacturer is much larger than that of the retailer, resulting in the retailer failing to collect any product and giving up collecting. Finally, the collection competition improves the total collection rate and environmental performance but reduces the profit of the manufacturer and the retailer, as well as the consumer surplus and social welfare. Therefore, we design a two-part tariff contract to coordinate the decentralized model and effectively improve the performance of the supply chain.;Xiamen Univ, Sch Management, Xiamen 361005, Peoples R China;Xiamen University;1366-5545;2025;WOS:001372615000001;['Times Cited in Web of Science Core Collection:  0', 'Total Times Cited:  0', 'Cited Reference Count:  47'];FEB;194;10.1016/j.tre.2024.103869;103869;;;;DEC 2024;;-1;Optimal pricing and collection decisions in a two-period closed-loop supply chain considering channel inconvenience;"10.1016/j.tre.2024.103869
";"Remanufacturing; Customer perception; Channel inconvenience; Two-period; REMANUFACTURED PRODUCTS; TRADE-IN; COMPETITION; STRATEGY; QUALITY; DESIGN; GAME"
930;930;JOUR;Contractor Cooperation Mechanism and Evolution of the Green Supply Chain in Mega Projects;SUSTAINABILITY;English;['mega projects', 'green supply chain', 'cooperation mechanism', 'evolution', 'OPPORTUNISTIC BEHAVIOR', 'COMPREHENSIVE ANALYSIS', 'JOINT VENTURE', 'GAME', 'PERFORMANCE', 'SELECTION', 'DYNAMICS', 'NETWORK', 'MODEL'];"The large scale of construction in mega projects leads to significant environmental and socioeconomic impacts; thus, the projects should also exhibit greater social responsibility. Adopting green supply chain management in the construction process is an important way to realize the goal of sustainable development of mega projects. Because the green supply chain behavior during construction is mainly demonstrated by contractors, it is especially important to study the evolutionary trend of their behavior. Thus, to explore the cooperative relationship among contractors, this paper considers a lengthy construction period, multi-agent participation dynamics, and opportunistic behaviorall are key features of mega projectsand establishes an evolutionary game model. Specifically, a replicator dynamic equation is used to describe the long-term effects of the contractor's decisions. Equilibrium determinants are then analyzed and simulated. The results show that the initial probabilities of the two types of contractors (main contractor and subcontractor) demonstrating opportunistic behaviors have a significant effect on the direction of evolution of the mega project. The main contractor, who dominates the subsidy allocation by the government and project owner, should pay attention to maintaining a balance in the income distribution between him or her and the subcontractor. Additionally, there is an optimal distribution coefficient for the subsidy that minimizes the overall probability of opportunistic behavior. This paper provides a point of reference for the decisions of the main contractor and the subcontractor in the green supply chain of mega projects.";Nanjing Univ, Sch Management & Engn, Nanjing 210093, Jiangsu, Peoples R China;Nanjing University;2071-1050;2018;WOS:000451531700480;['Times Cited in Web of Science Core Collection:  13', 'Total Times Cited:  13', 'Cited Reference Count:  56'];NOV;10;10.3390/su10114306;4306;11;;;;;-1;Contractor Cooperation Mechanism and Evolution of the Green Supply Chain in Mega Projects;"10.3390/su10114306
";"mega projects; green supply chain; cooperation mechanism; evolution; OPPORTUNISTIC BEHAVIOR; COMPREHENSIVE ANALYSIS; JOINT VENTURE; GAME; PERFORMANCE; SELECTION; DYNAMICS; NETWORK; MODEL"
932;932;JOUR;Impact of Information Asymmetry on the Operation of Green Closed-Loop Supply Chain under Government Regulation;SUSTAINABILITY;English;['closed-loop supply chain', 'information asymmetry', 'carbon tax', 'government subsidy', 'social welfare', 'CARBON EMISSIONS', 'CAP', 'COORDINATION', 'DECISIONS', 'REDUCTION', 'MANUFACTURER', 'CONTRACTS'];Recycling subsidy and carbon tax policies are ways to achieve energy and environmental sustainability. The implementation of these policies has changed the operating environment of traditional closed-loop supply chains, while the privacy of relevant information increases the difficulty of decision-making. Under the background, this paper considers the green closed-loop supply chain (GCLSC) under the hybrid policy of recycling subsidy and carbon tax where the manufacturer is in charge of recycling and the retailer invests in green marketing. Taking green marketing cost coefficient as the retailer's private information, this paper explores the influence of information asymmetry on optimal decisions and performance of the GCLSC. By constructing game models of information symmetry and asymmetry, the optimal decisions, economic and environmental performance, and social welfare are provided. Combined with numerical analysis, the influence of uncertainty of the manufacturer's estimation, subsidies and carbon tax on the GCLSC is proposed. The results indicate that the uncertainty in the manufacturer's estimation can improve the social welfare under certain conditions, but it cannot reduce carbon emissions. Recycling subsidy and carbon tax policies oppositely affect the manufacturer's optimal decisions and carbon emissions. Information asymmetry is beneficial to the retailer. However, less uncertainty in estimation is not always better for the manufacturer. The manufacturer needs to proactively adopt strategies to stimulate the retailer's information sharing.;Qufu Normal Univ, Sch Management, Rizhao 276826, Peoples R China;Qufu Normal University;2071-1050;2022;WOS:000824225900001;['Times Cited in Web of Science Core Collection:  9', 'Total Times Cited:  9', 'Cited Reference Count:  48'];JUL;14;10.3390/su14137999;7999;13;;;;;-1;Impact of Information Asymmetry on the Operation of Green Closed-Loop Supply Chain under Government Regulation;"10.3390/su14137999
";"closed-loop supply chain; information asymmetry; carbon tax; government subsidy; social welfare; CARBON EMISSIONS; CAP; COORDINATION; DECISIONS; REDUCTION; MANUFACTURER; CONTRACTS"
949;949;JOUR;What is the role of product services in the dual-channel closed-loop supply chain?;RAIRO-OPERATIONS RESEARCH;English;['Dual-channel closed-loop supply chain management', 'service decision-making', 'Pareto improvement', 'FULL-REFUND', 'COORDINATION', 'POLICIES', 'RETURNS', 'COMPETITION', 'DECISIONS', 'REVENUE'];"With the continuous development of internet technology and increasing awareness of environmental protection among consumers, the dual-channel closed-loop supply chain management combining online direct sales channel and retail channel has received more and more attention, however, the existing research has neglected the service research, so this paper focuses on the service strategy in the dual-channel closed-loop supply chain. In this paper, we propose three service strategy models for dual-channel closed-loop supply chains, including when there is no service provision, after-sales service and recycling service provided by retailers and after-sales service provided by manufacturers and recycling service provided by retailers, compare and analyze the optimal decisions of supply chain members under the three service strategy models, discuss the role of service generated in dual-channel closed-loop supply chains, and propose a service cost-sharing strategy to achieve a Pareto improvement in the effectiveness of a dual-channel closed-loop supply chain. The study finds that service plays a positive role in the dual-channel closed-loop supply chain; the model of manufacturer providing after-sales service and retailer providing recycling service is the best service strategy choice in terms of economic and social benefits; the service cooperation mechanism of service cost sharing can achieve Pareto improvement of the supply chain within a reasonable range.";Beijing Univ Posts & Telecommun, Sch Econ & Management, Beijing 100876, Peoples R China;Beijing University of Posts & Telecommunications;0399-0559;2024;WOS:001309516300001;['Times Cited in Web of Science Core Collection:  2', 'Total Times Cited:  2', 'Cited Reference Count:  41'];SEP 10;58;10.1051/ro/2023183;;5;3637;3658;;;-1;What is the role of product services in the dual-channel closed-loop supply chain?;"10.1051/ro/2023183
";"Dual-channel closed-loop supply chain management; service decision-making; Pareto improvement; FULL-REFUND; COORDINATION; POLICIES; RETURNS; COMPETITION; DECISIONS; REVENUE"
964;964;JOUR;Cargo prioritization and terminal allocation problem for inland waterway disruptions;MARITIME ECONOMICS & LOGISTICS;English;['maritime transportation', 'inland waterway', 'freight', 'cargo prioritization', 'integer programming', 'genetic algorithm', 'BERTH-ALLOCATION', 'GENETIC ALGORITHM', 'FUEL CONSUMPTION'];To mitigate inland waterway disruption impacts, we introduce the cargo prioritization and terminal allocation problem (CPTAP) to minimize the total value loss of disrupted barge cargoes. CPTAP is formulated as a nonlinear binary integer program, and problems of realistic size can be efficiently and effectively solved with a genetic algorithm approach. The final solution identifies an accessible alternative terminal for each disrupted barge and the prioritized offloading turn that each barge takes at its assigned terminal. Implementation of CPTAP results in reduced cargo value loss and response time when compared with a naive minimize distance approach.;Southeast Missouri State Univ, One Univ Plaza,MS 6825, Cape Girardeau, MO 63701 USA;University of Arkansas System;1479-2931;2017;WOS:000410866000001;['Times Cited in Web of Science Core Collection:  9', 'Total Times Cited:  10', 'Cited Reference Count:  50'];AUG;19;10.1057/mel.2015.34;;3;403;427;;;-1;Cargo prioritization and terminal allocation problem for inland waterway disruptions;"10.1057/mel.2015.34
";"maritime transportation; inland waterway; freight; cargo prioritization; integer programming; genetic algorithm; BERTH-ALLOCATION; GENETIC ALGORITHM; FUEL CONSUMPTION"
970;970;JOUR;Evaluating the circular supply chain adoption in manufacturing sectors: A picture fuzzy approach;TECHNOLOGY IN SOCIETY;English;['Circular supply chain management', 'MCDM', 'Sustainability', 'Circular economy', 'REVERSE LOGISTICS', 'MANAGEMENT', 'ECONOMY', 'SELECTION', 'BARRIERS', 'EFFICIENCY', 'SERVICES', 'CRITERIA', 'ENERGY', 'WASTE'];"In order to address the environmental and climate change challenges, the circular economy has gotten much attention from the worldwide economic and corporate platforms and policy domains. More specifically, the manufacturing sectors have played a crucial part in the global improvement of living standards. They are also associated with unsustainable production and consumption patterns in a linear system; thus, the circular economy has emerged as an alternative to the linear system. The companies should engage in more sustainable activities to transit to a circular economy and reap its advantages; thus, the present study aims to extend a novel picture fuzzy SWARA-COPRAS framework to assess the manufacturing sectors concerning circular supply chain management indicators. Therefore, sixteen indicators were identified through literature review, and then their weight was determined using picture fuzzy SWARA. Subsequently, the picture fuzzy COPRAS was applied to rank three manufacturing sectors in a home appliance company concerning the weighted indicators. The results indicated that ""waste reduction"" is the most influential indicator, followed by ""circular supplier selection."" Furthermore, comparative and sensitivity analyses have been conducted to evaluate the proposed method's performance compared to the other methods and weight changes.";Vilnius Univ, Kaunas Fac, Muitines 8, LT-44280 Kaunas, Lithuania;Vilnius University;0160-791X;2022;WOS:000825087400008;['Times Cited in Web of Science Core Collection:  30', 'Total Times Cited:  31', 'Cited Reference Count:  92'];AUG;70;10.1016/j.techsoc.2022.102050;102050;;;;;;-1;Evaluating the circular supply chain adoption in manufacturing sectors: A picture fuzzy approach;"10.1016/j.techsoc.2022.102050
";"Circular supply chain management; MCDM; Sustainability; Circular economy; REVERSE LOGISTICS; MANAGEMENT; ECONOMY; SELECTION; BARRIERS; EFFICIENCY; SERVICES; CRITERIA; ENERGY; WASTE"
