country,decile,year,data_level,ewbi_score,eu_priority_score,secondary_score,primary_score,eu_priority,secondary_indicator,primary_index
FI,All Deciles,2014,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2014,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2014,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2014,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2014,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2015,EWBI,0.7561370025162756,,,,,,
FI,All Deciles,2015,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2015,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2015,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2015,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2015,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2015,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2015,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2015,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2015,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2015,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2015,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2015,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2015,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2015,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2015,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2015,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2015,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2015,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2015,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2015,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2015,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2015,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2015,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2015,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2015,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2015,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2016,EWBI,0.7527225170554244,,,,,,
FI,All Deciles,2016,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2016,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2016,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2016,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2016,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2016,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2016,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2016,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2016,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2016,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2016,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2016,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2016,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2016,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2016,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2016,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2016,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2016,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2016,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2016,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2016,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2016,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2016,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2016,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2016,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2016,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2017,EWBI,0.7534725929779436,,,,,,
FI,All Deciles,2017,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2017,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2017,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2017,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2017,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2017,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2017,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2017,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2017,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2017,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2017,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2017,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2017,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2017,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2017,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2017,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2017,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2017,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2017,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2017,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2017,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2017,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2017,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2017,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2017,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2017,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2018,EWBI,0.7510328084980562,,,,,,
FI,All Deciles,2018,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2018,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2018,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2018,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2018,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2018,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2018,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2018,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2018,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2018,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2018,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2018,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2018,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2018,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2018,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2018,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2018,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2018,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2018,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2018,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2018,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2018,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2018,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2018,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2018,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2018,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2019,EWBI,0.7487946074726818,,,,,,
FI,All Deciles,2019,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2019,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2019,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2019,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2019,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2019,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2019,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2019,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2019,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2019,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2019,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2019,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2019,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2019,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2019,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2019,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2019,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2019,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2019,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2019,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2019,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2019,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2019,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2019,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2019,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2019,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2020,EWBI,0.4995083352754241,,,,,,
FI,All Deciles,2020,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2020,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2020,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2020,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2020,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2020,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2020,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2020,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2020,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2020,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2020,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2020,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2020,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2020,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2020,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2020,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2020,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2020,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2020,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2020,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2020,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2020,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2020,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2020,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2020,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2020,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2021,EWBI,0.4925986282980285,,,,,,
FI,All Deciles,2021,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2021,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2021,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2021,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2021,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2021,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2021,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2021,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2021,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2021,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2021,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2021,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2021,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2021,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2021,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2021,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2021,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2021,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2021,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2021,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2021,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2021,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2021,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2021,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2021,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2021,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2022,EWBI,0.4891890013026818,,,,,,
FI,All Deciles,2022,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2022,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2022,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2022,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2022,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2022,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2022,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2022,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2022,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2022,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2022,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2022,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2022,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2022,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2022,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2022,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2022,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2022,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2022,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2022,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2022,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2022,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2022,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2022,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2022,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2022,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FI,All Deciles,2023,EWBI,0.4882752401653335,,,,,,
FI,All Deciles,2023,EU Priority,,0.3944810751839382,,,Agriculture and Food,,
FI,All Deciles,2023,EU Priority,,0.5544293200707947,,,Energy and Housing,,
FI,All Deciles,2023,EU Priority,,0.6877977068584387,,,Equality,,
FI,All Deciles,2023,EU Priority,,0.5318194993279185,,,Health and Animal Welfare,,
FI,All Deciles,2023,EU Priority,,0.4596282257441955,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FI,All Deciles,2023,EU Priority,,0.5214853159207119,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FI,All Deciles,2023,EU Priority,,0.3495530569376747,,,Sustainable Transport and Tourism,,
FI,All Deciles,2023,Secondary Indicator,,,0.469624331675699,,Agriculture and Food,Nutrition need,
FI,All Deciles,2023,Secondary Indicator,,,0.3193378186921776,,Agriculture and Food,Nutrition expense,
FI,All Deciles,2023,Secondary Indicator,,,0.8308359519441955,,Energy and Housing,Housing quality,
FI,All Deciles,2023,Secondary Indicator,,,0.5061996616510875,,Energy and Housing,Energy,
FI,All Deciles,2023,Secondary Indicator,,,0.326252346617101,,Energy and Housing,Housing expense,
FI,All Deciles,2023,Secondary Indicator,,,0.8000116009631709,,Equality,Life satisfaction,
FI,All Deciles,2023,Secondary Indicator,,,0.8112420656485055,,Equality,Security,
FI,All Deciles,2023,Secondary Indicator,,,0.4321445574194569,,Equality,Community,
FI,All Deciles,2023,Secondary Indicator,,,0.7077926034026214,,Equality,Digital Skills,
FI,All Deciles,2023,Secondary Indicator,,,0.499884459025774,,Health and Animal Welfare,Health condition and impact,
FI,All Deciles,2023,Secondary Indicator,,,0.3665152470310344,,Health and Animal Welfare,Health cost and medical care,
FI,All Deciles,2023,Secondary Indicator,,,0.7290587919269469,,Health and Animal Welfare,Accidents and addictive behaviour,
FI,All Deciles,2023,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FI,All Deciles,2023,Secondary Indicator,,,0.0357448526483545,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FI,All Deciles,2023,Secondary Indicator,,,0.3431398245842318,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FI,All Deciles,2023,Secondary Indicator,,,0.5331740508018232,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FI,All Deciles,2023,Secondary Indicator,,,0.5097965810396006,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FI,All Deciles,2023,Secondary Indicator,,,0.3869052830357368,,Sustainable Transport and Tourism,Transport,
FI,All Deciles,2023,Secondary Indicator,,,0.3122008308396126,,Sustainable Transport and Tourism,Tourism,
FR,All Deciles,2004,EWBI,0.7229683046916624,,,,,,
FR,All Deciles,2004,EU Priority,,0.7750170963101813,,,Agriculture and Food,,
FR,All Deciles,2004,EU Priority,,0.831358479000853,,,Energy and Housing,,
FR,All Deciles,2004,EU Priority,,0.4547529790256219,,,Equality,,
FR,All Deciles,2004,EU Priority,,0.5986295357680984,,,Health and Animal Welfare,,
FR,All Deciles,2004,EU Priority,,0.764625282410189,,,"Intergenerational Fairness, Youth, Culture and Sport",,
FR,All Deciles,2004,EU Priority,,0.5208500182580037,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
FR,All Deciles,2004,EU Priority,,0.6444101485440392,,,Sustainable Transport and Tourism,,
FR,All Deciles,2004,Secondary Indicator,,,0.6453256224832871,,Agriculture and Food,Nutrition need,
FR,All Deciles,2004,Secondary Indicator,,,0.9047085701370756,,Agriculture and Food,Nutrition expense,
FR,All Deciles,2004,Secondary Indicator,,,0.7996203116742364,,Energy and Housing,Housing quality,
FR,All Deciles,2004,Secondary Indicator,,,0.8024625782889288,,Energy and Housing,Energy,
FR,All Deciles,2004,Secondary Indicator,,,0.8919925470393939,,Energy and Housing,Housing expense,
FR,All Deciles,2004,Secondary Indicator,,,0.6356205754061375,,Equality,Life satisfaction,
FR,All Deciles,2004,Secondary Indicator,,,0.5456261883338974,,Equality,Security,
FR,All Deciles,2004,Secondary Indicator,,,0.4332524179640941,,Equality,Community,
FR,All Deciles,2004,Secondary Indicator,,,0.2045127343983589,,Equality,Digital Skills,
FR,All Deciles,2004,Secondary Indicator,,,0.5318806869461311,,Health and Animal Welfare,Health condition and impact,
FR,All Deciles,2004,Secondary Indicator,,,0.7635079203581642,,Health and Animal Welfare,Health cost and medical care,
FR,All Deciles,2004,Secondary Indicator,,,0.5005,,Health and Animal Welfare,Accidents and addictive behaviour,
FR,All Deciles,2004,Secondary Indicator,,,0.5411531095317528,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
FR,All Deciles,2004,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
FR,All Deciles,2004,Secondary Indicator,,,0.7527227376988143,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
FR,All Deciles,2004,Secondary Indicator,,,0.4034187138579213,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
FR,All Deciles,2004,Secondary Indicator,,,0.638281322658086,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
FR,All Deciles,2004,Secondary Indicator,,,0.7809515236506974,,Sustainable Transport and Tourism,Transport,
FR,All Deciles,2004,Secondary Indicator,,,0.507868773437381,,Sustainable Transport and Tourism,Tourism,
FR,All Deciles,2005,EWBI,0.7240381043522962,,,,,,
FR,All Deciles,2005,EU Priority,,0.7750170963101813,,,Agriculture and Food,,
FR,All Deciles,2005,EU Priority,,0.831358479000853,,,Energy and Housing,,
