Sector,Theme,Keywords, OpenAlex_Article_Count,to_suppress
Sufficiency ,Food/Food system,short food supply chains,"  2 983,00 ",
Trade,Policy & Governance,Multilateral Trade Agreements,"  2 972,00 ",
Sufficiency ,Justice,safe and just,"  2 957,00 ",
Mobility,Mobility safety,risk of fatality,"  2 956,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Neighborhood planning,"  2 933,00 ",
Housing,Energy/resource/emissions,emission from building,"  2 912,00 ",
Sufficiency ,Mitigation,climate mitigation policies,"  2 903,00 ",
Food,Biodiversity and pest management,natural pest control,"  2 903,00 ",
Urban settlements ,Urban densification and urban sprawl,Urban growth boundaries,"  2 894,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",citizen assembly,"  2 893,00 ",
Trade,Competitiveness,Slow production,"  2 885,00 ",
Sufficiency ,Energy policies,low energy demand,"  2 875,00 ",
Urban settlements ,Biodiversity conservation & habitat protection,habitat creation,"  2 863,00 ",
Trade,Policy & Governance,Trade Policy Reform,"  2 848,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban population density,"  2 844,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",participatory policy,"  2 825,00 ",
Housing,Using Buildings,shared housing,"  2 818,00 ",
Urban settlements ,Urban green spaces,green street,"  2 812,00 ",
Sufficiency ,General challenges/barriers,ecological boundaries,"  2 804,00 ",
Sufficiency ,Justice,effort sharing,"  2 802,00 ",
Trade,Trade and Sufficiency,Ethical Trade,"  2 752,00 ",
Housing,Energy/resource/emissions,housing energy,"  2 749,00 ",
Mobility,Metrics,od matrix,"  2 743,00 ",
Mobility,Private vehicle,personal transport,"  2 728,00 ",
Trade,Power Dynamics and Trade,Ethical Sourcing,"  2 723,00 ",
Sufficiency ,Political Make-up & Governance,institutional fragmentation,"  2 721,00 ",
Sufficiency ,Technology and Data in Urban Development,institution fragmentation,"  2 721,00 ",
Sufficiency ,Food/Food system,resilient food systems,"  2 718,00 ",
Housing,Building Sector Policies and Measures,adjusting size,"  2 710,00 ",
Sufficiency ,Political Make-up & Governance,administrative autonomy,"  2 691,00 ",
Sufficiency ,Resource conservation,domestic energy consumption,"  2 675,00 ",
Sufficiency ,Practice,mobility practice,"  2 657,00 ",
Sufficiency ,Practice,mobility practice,"  2 657,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Sustainable urban form,"  2 646,00 ",
Urban settlements ,Urban form and morphology,Sustainable urban forms,"  2 646,00 ",
Urban settlements ,Urban blue spaces,water-sensitive urban design,"  2 644,00 ",
Mobility,Mobility leasure,slow travel,"  2 641,00 ",
Food,Food/ Food system,food principles,"  2 619,00 ",
Digitalisation,Infrastructure,Global Information Infrastructure,"  2 613,00 ",
Housing,Using Buildings,space standard,"  2 606,00 ",
Food,Alternative and future farming approaches,controlled environment agriculture,"  2 606,00 ",
Trade,Consumer / Cultural Issues (demand-side),Conscious Consumption,"  2 603,00 ",
Trade,Competitiveness,Limits to competition,"  2 577,00 ",
Trade,Power Dynamics and Trade,Economic Hegemony,"  2 570,00 ",
Trade,Global Competitiveness,international trade relations,"  2 561,00 ",
Trade,Consumer Goods,Second-hand markets,"  2 512,00 ",
Mobility,Energy/resource/emissions,mobility energy,"  2 510,00 ",
Digitalisation,Blockchain,cryptographic technology,"  2 505,00 ",
Sufficiency ,Well-being,Life Satisfaction score,"  2 501,00 ",
Trade,Equitable Resource Distribution,lower-income populations,"  2 500,00 ",
Mobility,Mobility access,mobility access,"  2 478,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",policy transparency,"  2 450,00 ",
Logistic,Logistic,logistics optimization,"  2 448,00 ",
Housing,Using Buildings,vacant building,"  2 445,00 ",
Sufficiency ,Technology and Data in Urban Development,urban densification,"  2 444,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban densification,"  2 444,00 ",
Food,Production / agriculture,change in production system,"  2 444,00 ",
Food,Food/ Food system,food stability,"  2 443,00 ",
Housing,Using Buildings,mixed-use building,"  2 442,00 ",
Mobility,Transport mode,transport alternative,"  2 429,00 ",
Mobility,Mobility dependency,car dependency,"  2 422,00 ",
Food,Soil health and soil management,composting in agriculture,"  2 406,00 ",
Sufficiency ,Driver of consumption,first time buyer,"  2 401,00 ",
Urban settlements ,Urban waste management infrastructure,waste-water management,"  2 398,00 ",
Trade,Housing,cooperative housing,"  2 398,00 ",
Housing,Using Buildings,cooperative housing,"  2 398,00 ",
Trade,Housing,environmental construction,"  2 396,00 ",
Urban settlements ,Urban green spaces,vertical garden,"  2 393,00 ",
Sufficiency ,Social impact (general),sustainable behaviour change,"  2 392,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",collaborative policy,"  2 390,00 ",
Mobility,Mobility demand,mobility demand,"  2 385,00 ",
Logistic,Transport infrastructure,Roll-on roll-off,"  2 380,00 ",
Urban settlements ,Urban green spaces,pocket park,"  2 357,00 ",
Urban settlements ,Sustainable urban planning,porous pavement,"  2 334,00 ",
Trade,Policy & Governance,Ecological Governance,"  2 333,00 ",
Trade,Consumer / Cultural Issues (demand-side),Sustainability in Fashion,"  2 327,00 ",
Logistic,Transport infrastructure,sea freight,"  2 326,00 ",
Trade,Crisis Management,supply chain vulnerabilities,"  2 325,00 ",
Food,Nutrition principles,nutrition principles,"  2 325,00 ",
Mobility,Urban environment,urban diversity,"  2 316,00 ",
Sufficiency ,Financing Mechanisms and Economic Systems,barter system,"  2 306,00 ",
Housing,Buildings and their Attributes,education facility,"  2 303,00 ",
Trade,Policy & Governance,Cooperative Policies,"  2 280,00 ",
Sufficiency ,Planetary boundaries,environmental threshold,"  2 266,00 ",
Logistic,Logistic policies,Trans-European Network,"  2 245,00 ",
Trade,Consumer / Cultural Issues (demand-side),Fair Trade Products,"  2 233,00 ",
Sufficiency ,General challenges/barriers,supply chain complexity,"  2 223,00 ",
Sufficiency ,Technology and Data in Urban Development,public space design,"  2 215,00 ",
Sufficiency ,Drivers of production,reverse logistic,"  2 202,00 ",
Sufficiency ,Environmental impact (general),ecological urbanism,"  2 199,00 ",
Sufficiency ,Resilience,agricultural resilience,"  2 199,00 ",
Food,Climate adaptation and mitigation in agriculture,carbon sequestration in agriculture,"  2 196,00 ",
Sufficiency ,Accessibility,intermittent access,"  2 193,00 ",
Food,Nutrition principles,nutritional vulnerabilities,"  2 179,00 ",
Food,Climate adaptation and mitigation in agriculture,carbon farming,"  2 178,00 ",
Sufficiency ,Poverty,poverty elimination,"  2 150,00 ",
Trade,Competitiveness,Alternative business models,"  2 140,00 ",
Urban settlements ,Ecosystem-based adaptations/NBS,regenerative urbanism,"  2 128,00 ",
Sufficiency ,Well-being,societal wellbeing,"  2 102,00 ",
Mobility,Metrics,vehicle-km,"  2 100,00 ",
Sufficiency ,Driver of consumption,over-order,"  2 092,00 ",
Digitalisation,Energy consumption limits,energy burden,"  2 081,00 ",
Mobility,Mobility leasure,holiday travel,"  2 076,00 ",
Sufficiency ,Political Make-up & Governance,policy continuity,"  2 074,00 ",
Sufficiency ,Political Make-up & Governance,policy continuity,"  2 074,00 ",
Logistic,Transport infrastructure,Inland Waterway Transport,"  2 074,00 ",
Food,Water management and drought resilience,soil moisture conservation,"  2 071,00 ",
Sufficiency ,Lifestyle,green lifestyle,"  2 060,00 ",
Sufficiency ,Political Make-up & Governance,policy co-ordination,"  2 053,00 ",
Sufficiency ,Needs,need for social interaction,"  2 046,00 ",
Sufficiency ,Political Make-up & Governance,electoral ward,"  2 033,00 ",
Trade,Power Dynamics and Trade,Global Trade Networks,"  2 027,00 ",
Mobility,Mobility demand,limited travel,"  2 024,00 ",
Urban settlements ,Urban form and morphology,Spatial efficiency,"  2 017,00 ",
Food,General resilient and sustainable agricultural principles,low-input farming,"  2 008,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Sustainable accessibility,"  2 004,00 ",
Mobility,Urban environment,sprawl urban,"  2 004,00 ",
Sufficiency ,Environmental advantages/benefits,reduced environmental footprint,"  2 000,00 ",
Housing,Using Buildings,temporary occupation,"  1 999,00 ",
Trade,Consumer / Cultural Issues (demand-side),Sustainable Consumption Patterns,"  1 990,00 ",
Trade,Power Dynamics and Trade,Trade Dependence,"  1 987,00 ",
Sufficiency ,Food/Food system,food system resilience,"  1 985,00 ",
Sufficiency ,Mitigation,climate mitigation strategies,"  1 980,00 ",
Trade,Transportation,neighborhood model,"  1 969,00 ",
Sufficiency ,Public engagement,duty to consult,"  1 966,00 ",
Trade,Policy & Governance,Global Regulatory Frameworks,"  1 966,00 ",
Trade,Environmental and Resource Use,Eco-friendly Production,"  1 956,00 ",
Urban settlements ,Urban form and morphology,Walkable cities,"  1 951,00 ",
Trade,Transportation,walkable cities,"  1 951,00 ",
Food,Sustainable Breeding & Crop Improvement,crop genetic diversity,"  1 950,00 ",
Digitalisation,Material Footprint and E-Waste,material footprint,"  1 942,00 ",
Digitalisation,Material Footprint and E-Waste,sustainable software,"  1 939,00 ",
Trade,Trade and Sufficiency,Sufficiency Economy,"  1 933,00 ",
Trade,Competitiveness,Green competitiveness,"  1 923,00 ",
Sufficiency ,Technology and Data in Urban Development,green building technology,"  1 899,00 ",
Trade,Policy & Governance,Trade Liberalization Policies,"  1 884,00 ",
Food,Interventions,food intervention,"  1 879,00 ",
Food,Interventions,food interventions,"  1 879,00 ",
Logistic,Logistic policies,OTIF,"  1 876,00 ",
Urban settlements ,Urban blue spaces,bioswale,"  1 873,00 ",
Trade,Environmental and Resource Use,Green Trade,"  1 869,00 ",
Housing,Using Buildings,empty building,"  1 869,00 ",
Food,Water management and drought resilience,deficit irrigation strategies,"  1 866,00 ",
Trade,Consumer / Cultural Issues (demand-side),Ethical Marketing,"  1 865,00 ",
Trade,Policy & Governance,Policy Harmonization,"  1 829,00 ",
Urban settlements ,Urban blue spaces,sustainable drainage system,"  1 817,00 ",
Sufficiency ,Needs,transport need,"  1 815,00 ",
Sufficiency ,Needs,transport need,"  1 815,00 ",
Mobility,Mobility demand,transport need,"  1 815,00 ",
Logistic,Transport measures,physical internet,"  1 811,00 ",
Logistic,Transport infrastructure,capability of share,"  1 806,00 ",
Digitalisation,Data storage and data centers,dark data,"  1 801,00 ",
Sufficiency ,Resource conservation,sustainable energy consumption,"  1 791,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",deliberative forum,"  1 785,00 ",
Housing,Using Buildings,dwelling area,"  1 785,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban typology,"  1 784,00 ",
Trade,Technology & Innovation,Blockchain for Sustainability,"  1 768,00 ",
Sufficiency ,Adaptation,climate adaptation policies,"  1 767,00 ",
Housing,Using Buildings,holiday house,"  1 762,00 ",
Housing,Using Buildings,space utilisation,"  1 756,00 ",
Housing,Building Sector Policies and Measures,housing regulation,"  1 752,00 ",
Sufficiency ,Social impact (general),food gap,"  1 747,00 ",
Trade,Consumer / Cultural Issues (demand-side),Consumer Ethics,"  1 743,00 ",
Trade,Impacts,Supply chain impacts,"  1 734,00 ",
Sufficiency ,Driver of consumption,voluntary simplicity,"  1 724,00 ",
Sufficiency ,Justice,resource inequality,"  1 717,00 ",
Sufficiency ,Environmental impact (general),ecological building,"  1 710,00 ",
Sufficiency ,Political Make-up & Governance,policy inertia,"  1 680,00 ",
Sufficiency ,Technology and Data in Urban Development,policy inertia,"  1 680,00 ",
Housing,Using Buildings,shared building,"  1 678,00 ",
Digitalisation,Blockchain,peer to peer technologies,"  1 659,00 ",
Trade,Power Dynamics and Trade,Resource Redistribution,"  1 656,00 ",
Sufficiency ,Energy policies,energy demand reduction,"  1 641,00 ",
Mobility,"Infrastructure, planning, policy",transport measure,"  1 641,00 ",
Sufficiency ,Political Make-up & Governance,govern system,"  1 637,00 ",
Digitalisation,Rebound effects,backfire effect,"  1 629,00 ",
Logistic,Transport infrastructure,distribution hub,"  1 626,00 ",
Trade,Innovation / Technology,right-to-repair,"  1 616,00 ",
Trade,Consumer Goods,Right to repair,"  1 616,00 ",
Mobility,Mobility access,access inequality,"  1 600,00 ",
Logistic,Transport measures,automated mobility,"  1 598,00 ",
Sufficiency ,Planetary boundaries,polycrisis,"  1 579,00 ",
Housing,Energy/resource/emissions,building resource,"  1 566,00 ",
Logistic,Logistic policies,REPowerEU,"  1 566,00 ",
Sufficiency ,Resilience,biodiversity and food security,"  1 565,00 ",
Trade,Power Dynamics and Trade,Trade Diplomacy,"  1 559,00 ",
Mobility,Metrics,vehicle miles of travel,"  1 558,00 ",
Logistic,Logistic policies,air traffic flow management,"  1 537,00 ",
Logistic,Transport measures,Slow Steam,"  1 514,00 ",
Housing,Building Sector Policies and Measures,housing legislation,"  1 510,00 ",
Housing,Planning Buildings,bioclimatic design,"  1 493,00 ",
Food,Practices,nutrition-sensitive agriculture,"  1 493,00 ",
Trade,Competitiveness,Consumption shifts,"  1 482,00 ",
Logistic,Logistic policies,ISSB,"  1 481,00 ",
Trade,Crisis Management,community banking,"  1 471,00 ",
Housing,Building Sector Policies and Measures,social housing policy,"  1 466,00 ",
Food,Water management and drought resilience,adaptive water management,"  1 462,00 ",
Mobility,Mobility access,transport limit,"  1 451,00 ",
Urban settlements ,Urban blue spaces,urban pond,"  1 448,00 ",
Sufficiency ,Public engagement,Indigenous engagement,"  1 443,00 ",
Sufficiency ,Resource conservation,low water consumption,"  1 441,00 ",
Sufficiency ,Political Make-up & Governance,legislative constraint,"  1 435,00 ",
Logistic,Transport infrastructure,freight corridor,"  1 429,00 ",
Sufficiency ,Lifestyle,societal organisation,"  1 426,00 ",
Mobility,Metrics,passenger-km,"  1 426,00 ",
Sufficiency ,Planetary boundaries,biophysical limit,"  1 416,00 ",
Sufficiency ,Political Make-up & Governance,bottom-up policy,"  1 406,00 ",
Sufficiency ,Political Make-up & Governance,bottom up policy,"  1 406,00 ",
Sufficiency ,Technology and Data in Urban Development,bottom-up policy,"  1 406,00 ",
Urban settlements ,Urban waste management infrastructure,landfill management,"  1 406,00 ",
Digitalisation,Rebound effects,Jevons paradox,"  1 401,00 ",
Logistic,Logistic policies,Corporate sustainability reporting directive,"  1 398,00 ",
Sufficiency ,Poverty,mitigation of poverty,"  1 393,00 ",
Trade,Transportation,15 minute cities,"  1 393,00 ",
Logistic,Transport measures,fleet capacity,"  1 381,00 ",
Trade,AI? Digital?,Data center cooling,"  1 377,00 ",
Digitalisation,Democracy,Content restrictions,"  1 377,00 ",
Trade,Housing,circular construction,"  1 370,00 ",
Trade,Trade and Sufficiency,Trade Equity,"  1 361,00 ",
Mobility,Mobility access,mobility availability,"  1 361,00 ",
Logistic,Transport infrastructure,proximity point,"  1 354,00 ",
Digitalisation,Energy consumption limits,AI infrastructure,"  1 343,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",multi-sector partnership,"  1 337,00 ",
Mobility,Metrics,o-d matrix,"  1 331,00 ",
Sufficiency ,Political Make-up & Governance,multi-stakeholder governance,"  1 323,00 ",
Trade,Policy & Governance,border tax adjustments,"  1 323,00 ",
Trade,Policy & Governance,Border Tax Adjustments,"  1 323,00 ",
Sufficiency ,Political Make-up & Governance,bureaucratic decision-making,"  1 320,00 ",
Sufficiency ,Political Make-up & Governance,bureaucratic decision making,"  1 320,00 ",
Logistic,Transport measures,Cross-border transport,"  1 318,00 ",
Trade,Global Competitiveness,international economic institutions,"  1 313,00 ",
Logistic,Transport infrastructure,environmental friendly transport,"  1 312,00 ",
Sufficiency ,Well-being,transport externality,"  1 309,00 ",
Sufficiency ,Technology and Data in Urban Development,central govern,"  1 308,00 ",
Logistic,Transport infrastructure,truck manufacturer,"  1 307,00 ",
Housing,Planning Buildings,bioclimatic architecture,"  1 298,00 ",
Mobility,Energy/resource/emissions,transport CO2,"  1 296,00 ",
Urban settlements ,Urban blue spaces,urban surface water,"  1 294,00 ",
Sufficiency ,Resource conservation,low resource consumption,"  1 288,00 ",
Food,Nutrient management and fertilization,biofertilizers in agriculture,"  1 286,00 ",
Sufficiency ,Energy policies,energy intervention,"  1 281,00 ",
Logistic,Transport infrastructure,cargo bike,"  1 279,00 ",
Sufficiency ,Practice,travel practice,"  1 271,00 ",
Digitalisation,Material Footprint and E-Waste,resource drain,"  1 269,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Low carbon construction,"  1 266,00 ",
Trade,Housing,low-carbon construction,"  1 266,00 ",
Mobility,Practices,short-distance travel,"  1 262,00 ",
Mobility,Car reduction,reduce vehicle weight,"  1 252,00 ",
Sufficiency ,Drivers of production,warehouse automation,"  1 248,00 ",
Food,Sustainable Breeding & Crop Improvement,agrobiodiversity conservation,"  1 246,00 ",
Trade,trade,regional trade integration,"  1 227,00 ",
Sufficiency ,Climate,climate-smart practices,"  1 224,00 ",
Trade,Power Dynamics and Trade,Trade Dependency,"  1 223,00 ",
Sufficiency ,Social and Economic Sustainability Goals,decent living standard,"  1 213,00 ",
Sufficiency ,Driver of consumption,slow consumption,"  1 208,00 ",
Trade,Consumer / Cultural Issues (demand-side),Slow Consumption,"  1 208,00 ",
Food,Climate adaptation and mitigation in agriculture,perennial cropping systems,"  1 206,00 ",
Sufficiency ,Planetary boundaries,synergy and tradeoff,"  1 205,00 ",
Logistic,Logistic policies,Connecting Europe Facility,"  1 193,00 ",
Sufficiency ,Resource conservation,zero emission building,"  1 188,00 ",
Digitalisation,Data storage and data centers,AI model training,"  1 186,00 ",
Mobility,Private vehicle,car weight,"  1 171,00 ",
Logistic,Transport measures,hyper-mobility,"  1 170,00 ",
Urban settlements ,Urban waste management infrastructure,waste-to-energy system,"  1 169,00 ",
Sufficiency ,General challenges/barriers,challenges in food production,"  1 164,00 ",
Trade,Technology & Innovation,tech models,"  1 157,00 ",
Sufficiency ,Needs,mobility need,"  1 154,00 ",
Mobility,Mobility demand,mobility need,"  1 154,00 ",
Mobility,Mobility justice,transport disadvantage,"  1 150,00 ",
Housing,Buildings and their Attributes,building ownership,"  1 144,00 ",
Sufficiency ,Drivers of production,logistic as a service,"  1 134,00 ",
Food,Practices,food reformulation,"  1 126,00 ",
Trade,Food & Nutrition,Seasonal Produce,"  1 118,00 ",
Trade,Innovation / Technology,low-tech solutions,"  1 112,00 ",
Trade,Policy & Governance,green industrial policy,"  1 109,00 ",
Sufficiency ,Resource conservation,reduced ecological footprint,"  1 103,00 ",
Sufficiency ,Lifestyle,extended family household,"  1 101,00 ",
Sufficiency ,Driver of consumption,energy demand management,"  1 098,00 ",
Urban settlements ,Urban form and morphology,Local service provision,"  1 083,00 ",
Logistic,Logistic policies,Roadmap to a single European transport area,"  1 083,00 ",
Sufficiency ,Practice,transport practice,"  1 078,00 ",
Mobility,Private vehicle,single occupancy vehicle,"  1 075,00 ",
Mobility,Mobility access,public health access,"  1 074,00 ",
Logistic,Logistic,ESG policy,"  1 074,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Participatory urban planning,"  1 060,00 ",
Mobility,Car reduction,car size,"  1 052,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Urban growth management,"  1 046,00 ",
Logistic,Transport measures,tonne-kilometre,"  1 046,00 ",
Trade,Competitiveness,Competitiveness in developed countries,"  1 032,00 ",
Trade,Competitiveness,Competitiveness in developing countries,"  1 032,00 ",
Trade,Technology & Innovation,R&D priorities,"  1 020,00 ",
Mobility,Mobility dependency,transit-dependent,"  1 010,00 ",
Mobility,"Infrastructure, planning, policy",non-motorised transport,"  1 000,00 ",
Mobility,Mobility justice,mobility justice,"  1 000,00 ",
Sufficiency ,Needs,home approach,"  998,00 ",
Digitalisation,Democracy,Internet shutdowns,"  993,00 ",
Logistic,Transport infrastructure,maritime freight,"  993,00 ",
Housing,Buildings and their Attributes,clinic building,"  990,00 ",
Mobility,Transport mode,passenger freight,"  989,00 ",
Trade,Negative Economic Impacts of Green Policies,sustainability trade-offs,"  982,00 ",
Housing,Energy/resource/emissions,building emission,"  956,00 ",
Food,Nutrient management and fertilization,nitrogen-fixing crops,"  951,00 ",
Trade,Consumer / Cultural Issues (demand-side),Sustainability Movements,"  936,00 ",
Sufficiency ,Drivers of production,delivery-window,"  934,00 ",
Sufficiency ,Planetary boundaries,planetary limit,"  933,00 ",
Sufficiency ,Mitigation,restoring peatlands,"  925,00 ",
Sufficiency ,Drivers of production,deposit-refund system,"  924,00 ",
Digitalisation,Democracy,asymmetric regulation,"  917,00 ",
Mobility,Mobility access,limit travel,"  916,00 ",
Housing,Buildings and their Attributes,appliance ownership,"  905,00 ",
Food,Alternative and future farming approaches,perennial grains,"  905,00 ",
Sufficiency ,Social impact (general),sustainable consumption behaviour,"  900,00 ",
Sufficiency ,Mitigation,agriculture and land use change,"  897,00 ",
Urban settlements ,Urban blue spaces,vegetated swale,"  894,00 ",
Logistic,Logistic policies,ATFM,"  887,00 ",
Trade,Crisis Management,global economic shocks,"  884,00 ",
Mobility,Mobility poverty,transport poverty,"  882,00 ",
Trade,Policy & Governance,Sufficiency Policies,"  876,00 ",
Trade,Policy & Governance,WTO Reform,"  874,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",gender-responsive policy,"  871,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",gender responsive policy,"  871,00 ",
Sufficiency ,Sufficiency,sufficientarianism,"  862,00 ",
Sufficiency ,Drivers of production,cradle-to-cradle design,"  860,00 ",
Sufficiency ,Resource conservation,energy enoughness,"  859,00 ",
Digitalisation,Energy consumption limits,power usage effectiveness (PUE),"  858,00 ",
Housing,Building Sector Policies and Measures,reversible structure,"  857,00 ",
Logistic,Logistic,blockchain in logistics,"  851,00 ",
Mobility,Mobility policies,reduce vehicle mile,"  842,00 ",
Mobility,Mobility policies,enough mobility,"  839,00 ",
Sufficiency ,Political Make-up & Governance,two-part system,"  831,00 ",
Urban settlements ,Biodiversity conservation & habitat protection,urban reserve,"  829,00 ",
Sufficiency ,Political Make-up & Governance,elect at-large,"  826,00 ",
Sufficiency ,Political Make-up & Governance,elect at large,"  826,00 ",
Sufficiency ,Sufficiency,Mindful consumption,"  826,00 ",
Food,Nutrient management and fertilization,legume-based cropping systems,"  825,00 ",
Urban settlements ,Urban form and morphology,Compact urban development,"  821,00 ",
Mobility,Urbanism,compact urban development,"  821,00 ",
Food,Programs,school food program,"  808,00 ",
Food,Programs,school food programs,"  808,00 ",
Sufficiency ,Resource conservation,net zero building,"  803,00 ",
Sufficiency ,Technology and Data in Urban Development,net-zero building,"  803,00 ",
Sufficiency ,International initiatives impact on local sufficiency,Global Contract,"  801,00 ",
Housing,Using Buildings,short-term housing,"  795,00 ",
Sufficiency ,General advantages/benefits,socio-economic resilience,"  793,00 ",
Trade,Crisis Management,Resilient Energy Systems,"  793,00 ",
Trade,Policy & Governance,public-private partnerships in sustainability,"  788,00 ",
Mobility,Mobility policies,transport demand management,"  788,00 ",
Trade,Policy & Governance,Trade and Development Policies,"  786,00 ",
Urban settlements ,Urban form and morphology,Planning and development policies,"  781,00 ",
Food,Production / agriculture,new farming practices,"  781,00 ",
Sufficiency ,Economic advantages/benefits,strengthened local economies,"  780,00 ",
Urban settlements ,Urban green spaces,living roof,"  778,00 ",
Mobility,Energy/resource/emissions,transport related emission,"  771,00 ",
Urban settlements ,Ecosystem-based adaptations/NBS,biophilic city,"  768,00 ",
Logistic,Logistic,logistics facility,"  760,00 ",
Food,Soil health and soil management,mulching techniques,"  757,00 ",
Mobility,Mobility policies,transport energy demand,"  754,00 ",
Logistic,Transport infrastructure,essential transport,"  753,00 ",
Logistic,Transport infrastructure,sustainable channel,"  747,00 ",
Mobility,Mobility justice,mobility affordability,"  746,00 ",
Sufficiency ,Drivers of production,next day delivery,"  745,00 ",
Logistic,Logistic,smart traffic management system,"  744,00 ",
Logistic,Transport infrastructure,sustainable transport plan,"  743,00 ",
Trade,Policy & Governance,Global Trade Governance,"  741,00 ",
Digitalisation,Rebound effects,efficiency paradox,"  739,00 ",
Sufficiency ,Drivers of production,functional economy,"  734,00 ",
Digitalisation,Material Footprint and E-Waste,equipment lifespan,"  728,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",labor organisation,"  724,00 ",
Trade,Housing,Nature-based materials,"  722,00 ",
Logistic,Logistic policies,International Sustainability Standards Board,"  716,00 ",
Sufficiency ,Gender,Digital gender divide,"  714,00 ",
Food,Livestock,livestock manure management,"  714,00 ",
Sufficiency ,Environmental impact (general),ecological living,"  713,00 ",
Trade,Power Dynamics and Trade,Global Trade Rules,"  711,00 ",
Sufficiency ,Resource conservation,low water demand,"  710,00 ",
Urban settlements ,Urban form and morphology,Positive energy districts,"  705,00 ",
Mobility,Mobility demand,travel limit,"  677,00 ",
Mobility,Mobility access,travel limit,"  677,00 ",
Digitalisation,Infrastructure,Industrial Revolution 5.0,"  676,00 ",
Food,General,sufficiency in agriculture,"  671,00 ",
Mobility,Mobility justice,transport equity,"  668,00 ",
Sufficiency ,Social impact (general),being vegetarian,"  665,00 ",
Logistic,Transport measures,artificial waterway,"  660,00 ",
Urban settlements ,Urban blue-green spaces,tree pit,"  656,00 ",
Sufficiency ,Environmental impact (general),eco-building,"  651,00 ",
Trade,Housing,Heat resilience,"  648,00 ",
Sufficiency ,Justice,just transformation,"  641,00 ",
Urban settlements ,Urban form and morphology,Carbon-neutral city,"  641,00 ",
Mobility,Car reduction,vehicle weight reduction,"  640,00 ",
Sufficiency ,Needs,need for social contacts,"  638,00 ",
Trade,Trade and Sufficiency,Trade Reduction,"  635,00 ",
Food,Nutrition principles,nutrition inequalities,"  628,00 ",
Trade,trade,ethical supply chains,"  627,00 ",
Sufficiency ,General advantages/benefits,long-term sustainability in agriculture,"  625,00 ",
Sufficiency ,Driver of consumption,slow living,"  623,00 ",
Trade,Policy & Governance,state intervention in markets,"  621,00 ",
Logistic,Transport infrastructure,pool capacity,"  616,00 ",
Trade,Housing,Local construction materials,"  614,00 ",
Housing,Planning Buildings,low-energy design,"  614,00 ",
Sufficiency ,Resource conservation,reduction of resource use,"  609,00 ",
Digitalisation,Democracy,Permissible limitations,"  607,00 ",
Mobility,Mobility access,human services access,"  607,00 ",
Sufficiency ,Energy policies,long-term energy demand,"  599,00 ",
Trade,Policy & Governance,Trade Compliance,"  594,00 ",
Trade,Housing,tiny homes,"  593,00 ",
Trade,Power Dynamics and Trade,Trade Justice,"  592,00 ",
Trade,Housing,Recyclable construction materials,"  591,00 ",
Urban settlements ,Biodiversity conservation & habitat protection,urban biodiversity conservation,"  590,00 ",
Trade,Competitiveness,Wellbeing economy,"  590,00 ",
Food,Livestock,pasture-based livestock,"  585,00 ",
Trade,Trade and Sufficiency,Import Reduction,"  581,00 ",
Trade,Environmental and Resource Use,Embedded Emissions,"  579,00 ",
Trade,Impacts,Policy implementation challenges,"  578,00 ",
Trade,Policy & Governance,policy coherence for sustainability,"  576,00 ",
Sufficiency ,Political Make-up & Governance,multistakeholder governance,"  573,00 ",
Sufficiency ,Well-being,inclusive mobility,"  572,00 ",
Sufficiency ,Resource conservation,positive energy building,"  569,00 ",
Mobility,Energy/resource/emissions,mobility resource,"  568,00 ",
Sufficiency ,Needs,shelter need,"  564,00 ",
Mobility,Car reduction,car mass,"  562,00 ",
Mobility,Mobility poverty,mobility poverty,"  562,00 ",
Trade,Consumer / Cultural Issues (demand-side),Eco-conscious Consumers,"  559,00 ",
Logistic,Transport infrastructure,optimized fleet,"  557,00 ",
Urban settlements ,Urban green spaces,shared garden,"  552,00 ",
Logistic,Logistic policies,Technical Specifications for Interoperability,"  552,00 ",
Food,Nutrient management and fertilization,precision nutrient management,"  546,00 ",
Sufficiency ,Justice,material justice,"  545,00 ",
Trade,Policy & Governance,Fair Trade Law,"  545,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Public transport subsidies,"  543,00 ",
