ISO2,ISO_Type,Country,Region,Emissions_scope,Warming_scenario,Probability_of_reach,Budget_distribution_scenario,Years_to_neutrality_from_latest_available,Years_to_neutrality_from_today,Neutrality_year,Latest_year,Latest_population,Latest_annual_CO2_emissions_Mt,Latest_cumulative_CO2_emissions_Mt,Latest_emissions_per_capita_t,Latest_cumulative_population,Share_of_cumulative_population_Latest_to_2050,Share_of_cumulative_population_1970_to_2050,Share_of_cumulative_population_1970_to_latest,share_of_capacity,Global_Carbon_budget,Country_carbon_budget,Country_budget_per_capita,Share_of_cumulative_emissions,Global_Total_Budget,Total_available_budget,Latest_cumulative_emissions_per_capita,Share_of_global_cumulative_emissions,Country_theoretical_budget,Country_share_of_positive_budgets,scenario_id
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Territory,2°C,50%,Capacity,130,75,2100,2023.0,654422759.0,1770.650144,66454.953836,2.70566712365821,25991108694.5,0.07861464073942101,0.08088483485334104,0.08142751218783068,0.0715394520917735,1182596.667995,79087.37729883584,175.49150366632227,0.04916479868494935,1249051.621831,2534274.2017900003,0.00010154743691608073,0.04916479868494935,114845.63401037324,0.06687603596323528,2345
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Territory,2°C,67%,Population,81,75,2100,2023.0,654422759.0,1770.650144,66454.953836,2.70566712365821,25991108694.5,0.07861464073942101,0.08088483485334104,0.08142751218783068,0.0715394520917735,907596.667995,71350.3859907225,109.02797161234196,0.04916479868494935,974051.6218310001,2259274.2017900003,0.00010154743691608073,0.04916479868494935,,,2346
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Territory,2°C,67%,Responsibility,133,75,2100,2023.0,654422759.0,1770.650144,66454.953836,2.70566712365821,25991108694.5,0.07861464073942101,0.08088483485334104,0.08142751218783068,0.0715394520917735,907596.667995,80929.77466786541,179.5660712434157,0.04916479868494935,974051.6218310001,2259274.2017900003,0.00010154743691608073,0.04916479868494935,117512.12376590667,0.08916931663780772,2347
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Territory,2°C,67%,Capacity,107,75,2100,2023.0,654422759.0,1770.650144,66454.953836,2.70566712365821,25991108694.5,0.07861464073942101,0.08088483485334104,0.08142751218783068,0.0715394520917735,907596.667995,58478.610671604445,145.42936255848574,0.04916479868494935,974051.6218310001,2259274.2017900003,0.00010154743691608073,0.04916479868494935,95172.28468513553,0.06443237699493913,2348
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,1.5°C,50%,Population,23,20,2045,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,230438.2834789879,19919.503496321806,31.936081495372598,0.04821107363590839,293123.9225625141,1530671.4945651006,0.00010050118361286813,0.04821107363590839,,,2349
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,1.5°C,50%,Responsibility,66,63,2088,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,230438.2834789879,19971.15721674529,91.61453078905053,0.04821107363590839,293123.9225625141,1530671.4945651006,0.00010050118361286813,0.04821107363590839,57142.76394963471,0.08666596936600739,2350
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,1.5°C,50%,Capacity,54,51,2076,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,230438.2834789879,12260.807000575973,75.25163869932855,0.04821107363590839,293123.9225625141,1530671.4945651006,0.00010050118361286813,0.04821107363590839,46936.731433141395,0.05320646732596388,2351
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,1.5°C,67%,Population,6,3,2028,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,55976.91096655577,4838.745788580196,7.757752589969054,0.04821107363590839,118662.55005008198,1356210.1220526686,0.00010050118361286813,0.04821107363590839,,,2352
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,1.5°C,67%,Responsibility,50,47,2072,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,55976.91096655577,4548.13677226579,69.71775454753046,0.04821107363590839,118662.55005008198,1356210.1220526686,0.00010050118361286813,0.04821107363590839,43485.079898310665,0.08125022788383483,2353
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,1.5°C,67%,Capacity,40,37,2062,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,55976.91096655577,2619.005379463861,55.2198561043105,0.04821107363590839,118662.55005008198,1356210.1220526686,0.00010050118361286813,0.04821107363590839,34442.30053382029,0.046787243780361955,2354
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,2°C,50%,Population,114,75,2100,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,1137264.2411371914,98307.185271321,157.6116734528713,0.04821107363590839,1199949.8802207175,2437497.452223304,0.00010050118361286813,0.04821107363590839,,,2355
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,2°C,50%,Responsibility,149,75,2100,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,1137264.2411371914,110210.42984370042,205.43092922090904,0.04821107363590839,1199949.8802207175,2437497.452223304,0.00010050118361286813,0.04821107363590839,128133.50671908386,0.09690837525454686,2356
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,2°C,50%,Capacity,130,75,2100,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,1137264.2411371914,76196.98466594769,179.3740594605988,0.04821107363590839,1199949.8802207175,2437497.452223304,0.00010050118361286813,0.04821107363590839,111881.04605421149,0.06700024665310464,2357
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,2°C,67%,Population,88,75,2100,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,880703.399207144,76129.60040699509,122.05530741551311,0.04821107363590839,943389.0382906703,2180936.610293257,0.00010050118361286813,0.04821107363590839,,,2358
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,2°C,67%,Responsibility,125,75,2100,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,880703.399207144,83960.13481952097,173.22978768926185,0.04821107363590839,943389.0382906703,2180936.610293257,0.00010050118361286813,0.04821107363590839,108048.67723184261,0.0953330427645747,2359
Latin America and Caribbean,IPCC Region,All,Latin America and Caribbean,Consumption,2°C,67%,Capacity,108,75,2100,2022.0,623730356.5,1725.57,62685.6390835262,2.766532015024669,24204279013.0,0.086441815116793,0.08492375292031551,0.07828485959177475,0.0716171764522301,880703.399207144,56972.91305833749,149.91555564439582,0.04821107363590839,943389.0382906703,2180936.610293257,0.00010050118361286813,0.04821107363590839,93506.88296697459,0.06469023863156147,2360
MO,Country,Macao,Eastern Asia,Territory,1.5°C,50%,Population,31,29,2054,2023.0,713911.5,1.057495,55.072097,1.481269036848405,23107310.5,7.851765538266418e-05,7.605503036379883e-05,8.882948608956077e-05,0.0,210596.667995,16.53555660236875,23.16191376994032,4.074351731317036e-05,210651.740092,1562274.20179,7.714135015334534e-05,4.074351731317036e-05,,,2361
MO,Country,Macao,Eastern Asia,Territory,1.5°C,50%,Responsibility,44,43,2067,2023.0,713911.5,1.057495,55.072097,1.481269036848405,23107310.5,7.851765538266418e-05,7.605503036379883e-05,8.882948608956077e-05,0.0,210596.667995,23.384126019818844,117.2469101225915,4.074351731317036e-05,210651.740092,1562274.20179,7.714135015334534e-05,4.074351731317036e-05,83.70391747598448,0.00011103749286467358,2362
MO,Country,Macao,Eastern Asia,Territory,1.5°C,67%,Population,4,2,2027,2023.0,713911.5,1.057495,55.072097,1.481269036848405,23107310.5,7.851765538266418e-05,7.605503036379883e-05,8.882948608956077e-05,0.0,23596.667995000003,1.8527550458105515,2.5952166981629397,4.074351731317036e-05,23651.740092000004,1375274.20179,7.714135015334534e-05,4.074351731317036e-05,,,2363
MO,Country,Macao,Eastern Asia,Territory,1.5°C,67%,Responsibility,5,4,2028,2023.0,713911.5,1.057495,55.072097,1.481269036848405,23107310.5,7.851765538266418e-05,7.605503036379883e-05,8.882948608956077e-05,0.0,23596.667995000003,2.532301952598262,93.97916069041696,4.074351731317036e-05,23651.740092000004,1375274.20179,7.714135015334534e-05,4.074351731317036e-05,67.09280357723661,0.00010731608179319394,2364
MO,Country,Macao,Eastern Asia,Territory,2°C,50%,Population,176,75,2100,2023.0,713911.5,1.057495,55.072097,1.481269036848405,23107310.5,7.851765538266418e-05,7.605503036379883e-05,8.882948608956077e-05,0.0,1182596.667995,92.85471763431833,130.06474560826985,4.074351731317036e-05,1182651.740092,2534274.2017900003,7.714135015334534e-05,4.074351731317036e-05,,,2365
MO,Country,Macao,Eastern Asia,Territory,2°C,50%,Responsibility,246,76,2100,2023.0,713911.5,1.057495,55.072097,1.481269036848405,23107310.5,7.851765538266418e-05,7.605503036379883e-05,8.882948608956077e-05,0.0,1182596.667995,130.11502933220626,238.18943658287841,4.074351731317036e-05,1182651.740092,2534274.2017900003,7.714135015334534e-05,4.074351731317036e-05,170.0461779550376,0.0001100248570400643,2366
MO,Country,Macao,Eastern Asia,Territory,2°C,67%,Population,135,75,2100,2023.0,713911.5,1.057495,55.072097,1.481269036848405,23107310.5,7.851765538266418e-05,7.605503036379883e-05,8.882948608956077e-05,0.0,907596.667995,71.26236240408568,99.81960285565603,4.074351731317036e-05,907651.740092,2259274.2017900003,7.714135015334534e-05,4.074351731317036e-05,,,2367
MO,Country,Macao,Eastern Asia,Territory,2°C,67%,Responsibility,190,76,2100,2023.0,713911.5,1.057495,55.072097,1.481269036848405,23107310.5,7.851765538266418e-05,7.605503036379883e-05,8.882948608956077e-05,0.0,907596.667995,100.2861420316884,203.97215800615112,4.074351731317036e-05,907651.740092,2259274.2017900003,7.714135015334534e-05,4.074351731317036e-05,145.61806928040835,0.00011049637528224253,2368
MA,Country,Morocco,Africa,Territory,1.5°C,50%,Population,28,26,2051,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,210596.667995,970.448811252351,25.732812266179376,0.0013751493351978029,212455.426457,1562274.20179,4.928758940834082e-05,0.0013751493351978029,,,2369
MA,Country,Morocco,Africa,Territory,1.5°C,50%,Responsibility,45,44,2068,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,210596.667995,1528.727787723548,145.10067086759602,0.0013751493351978029,212455.426457,1562274.20179,4.928758940834082e-05,0.0013751493351978029,5472.10977559757,0.007259031219619501,2370
MA,Country,Morocco,Africa,Territory,1.5°C,50%,Capacity,56,55,2079,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,210596.667995,1916.5793013841808,211.88888274349753,0.0013751493351978029,212455.426457,1562274.20179,4.928758940834082e-05,0.0013751493351978029,7990.860549908564,0.009100710470071086,2371
MA,Country,Morocco,Africa,Territory,1.5°C,67%,Population,3,1,2026,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,23596.667995000003,108.73561592060815,2.8832774677950495,0.0013751493351978029,25455.426457000005,1375274.20179,4.928758940834082e-05,0.0013751493351978029,,,2372
MA,Country,Morocco,Africa,Territory,1.5°C,67%,Responsibility,5,4,2028,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,23596.667995000003,173.4161694634816,121.8329214354215,0.0013751493351978029,25455.426457000005,1375274.20179,4.928758940834082e-05,0.0013751493351978029,4594.62465879794,0.007349180380053127,2373
MA,Country,Morocco,Africa,Territory,1.5°C,67%,Capacity,6,5,2029,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,23596.667995000003,218.36474968504865,180.6267648409971,0.0013751493351978029,25455.426457000005,1375274.20179,4.928758940834082e-05,0.0013751493351978029,6811.887772199927,0.009254050179089644,2374
MA,Country,Morocco,Africa,Territory,2°C,50%,Population,159,75,2100,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,1182596.667995,5449.514190195956,144.50151720751396,0.0013751493351978029,1184455.426457,2534274.2017900003,4.928758940834082e-05,0.0013751493351978029,,,2375
MA,Country,Morocco,Africa,Territory,2°C,50%,Responsibility,224,76,2100,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,1182596.667995,7677.116452094217,266.0431973278829,0.0013751493351978029,1184455.426457,2534274.2017900003,4.928758940834082e-05,0.0013751493351978029,10033.15540944377,0.00649174537681572,2376
MA,Country,Morocco,Africa,Territory,2°C,50%,Capacity,283,76,2100,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,1182596.667995,9722.916003671782,374.3850249960668,0.0013751493351978029,1184455.426457,2534274.2017900003,4.928758940834082e-05,0.0013751493351978029,14118.997127089295,0.008221667003473149,2377
MA,Country,Morocco,Africa,Territory,2°C,67%,Population,122,75,2100,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,907596.667995,4182.288902943393,110.89926015106641,0.0013751493351978029,909455.4264570001,2259274.2017900003,4.928758940834082e-05,0.0013751493351978029,,,2378
MA,Country,Morocco,Africa,Territory,2°C,67%,Responsibility,175,76,2100,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,907596.667995,6021.060989284243,231.82591875115568,0.0013751493351978029,909455.4264570001,2259274.2017900003,4.928758940834082e-05,0.0013751493351978029,8742.736120032552,0.00663407128034698,2379
MA,Country,Morocco,Africa,Territory,2°C,67%,Capacity,222,76,2100,2023.0,37712505.0,68.667609,1858.758462,1.8208180283966815,1444065039.0,0.004608091953645684,0.0046089656312222034,0.004692433779677161,0.006304667260474,907596.667995,7610.094560369185,328.411322198272,0.0013751493351978029,909455.4264570001,2259274.2017900003,4.928758940834082e-05,0.0013751493351978029,12385.213630458944,0.008384885961713457,2380
MA,Country,Morocco,Africa,Consumption,1.5°C,50%,Population,34,31,2056,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,230438.2834789879,1188.435186392003,31.8367261068213,0.001595631705120779,232512.9768146479,1530671.4945651006,5.557849871778194e-05,0.001595631705120779,,,2381
MA,Country,Morocco,Africa,Consumption,1.5°C,50%,Responsibility,50,48,2072,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,230438.2834789879,1781.3125605671025,136.53721568413675,0.001595631705120779,232512.9768146479,1530671.4945651006,5.557849871778194e-05,0.001595631705120779,5096.806462654944,0.007730106880133605,2382
MA,Country,Morocco,Africa,Consumption,1.5°C,50%,Capacity,56,54,2078,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,230438.2834789879,1980.0972437748105,203.06412573495538,0.001595631705120779,232512.9768146479,1530671.4945651006,5.557849871778194e-05,0.001595631705120779,7580.193745664197,0.008592744286586226,2383
MA,Country,Morocco,Africa,Consumption,1.5°C,67%,Population,8,5,2030,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,55976.91096655577,288.688709245021,7.733617677770357,0.001595631705120779,58051.60430221577,1356210.1220526686,5.557849871778194e-05,0.001595631705120779,,,2384
MA,Country,Morocco,Africa,Consumption,1.5°C,67%,Responsibility,13,11,2035,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,55976.91096655577,447.5877445829224,114.64043944261665,0.001595631705120779,58051.60430221577,1356210.1220526686,5.557849871778194e-05,0.001595631705120779,4279.420300941561,0.007995935053478394,2385
MA,Country,Morocco,Africa,Consumption,1.5°C,67%,Capacity,14,12,2036,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,55976.91096655577,492.7232537912383,173.5848106680327,0.001595631705120779,58051.60430221577,1356210.1220526686,5.557849871778194e-05,0.001595631705120779,6479.758506854876,0.008802258739958392,2386
MA,Country,Morocco,Africa,Consumption,2°C,50%,Population,165,75,2100,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,1137264.2411371914,5865.192276161344,157.1213324867011,0.001595631705120779,1139338.9344728515,2437497.452223304,5.557849871778194e-05,0.001595631705120779,,,2387
MA,Country,Morocco,Africa,Consumption,2°C,50%,Responsibility,227,76,2100,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,1137264.2411371914,8038.239650006847,250.3536141159952,0.001595631705120779,1139338.9344728515,2437497.452223304,5.557849871778194e-05,0.001595631705120779,9345.466083967289,0.007068049235390644,2388
MA,Country,Morocco,Africa,Consumption,2°C,50%,Capacity,256,76,2100,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,1137264.2411371914,9058.08256960073,356.2935067245217,0.001595631705120779,1139338.9344728515,2437497.452223304,5.557849871778194e-05,0.001595631705120779,13300.103115304102,0.007964800300538095,2389
MA,Country,Morocco,Africa,Consumption,2°C,67%,Population,128,75,2100,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,880703.399207144,4542.0356921216635,121.67558479692025,0.001595631705120779,882778.0925428041,2180936.610293257,5.557849871778194e-05,0.001595631705120779,,,2390
MA,Country,Morocco,Africa,Consumption,2°C,67%,Responsibility,179,76,2100,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,880703.399207144,6327.919023327618,218.15247258434803,0.001595631705120779,882778.0925428041,2180936.610293257,5.557849871778194e-05,0.001595631705120779,8143.427610859373,0.007185073918216219,2391
MA,Country,Morocco,Africa,Consumption,2°C,67%,Capacity,201,76,2100,2022.0,37329064.0,70.9,2074.69333566,1.8993243441625005,1406352534.0,0.005157281891055088,0.0050527801959135915,0.004685198505217172,0.0063076153933783,880703.399207144,7117.62670490078,312.94157280257656,0.001595631705120779,882778.0925428041,2180936.610293257,5.557849871778194e-05,0.001595631705120779,11681.81599940804,0.008081752280402739,2392
MD,Country,Moldova ,Eurasia,Territory,1.5°C,50%,Population,22,20,2045,2023.0,3067070.0,5.962224,954.140268,1.943947806864532,210204575.5,0.00030769919244239257,0.0005080217998866397,0.00038162468583390123,0.0,210596.667995,64.80042467312016,21.127794498697508,0.0007058934132915078,211550.80826299998,1562274.20179,0.00031109178075492246,0.0007058934132915078,,,2393
MD,Country,Moldova ,Eurasia,Territory,1.5°C,50%,Responsibility,-36,-38,1987,2023.0,3067070.0,5.962224,954.140268,1.943947806864532,210204575.5,0.00030769919244239257,0.0005080217998866397,0.00038162468583390123,0.0,210596.667995,-357.9378665554824,-116.70352047898561,0.0007058934132915078,211550.80826299998,1562274.20179,0.00031109178075492246,0.0007058934132915078,-357.9378665554824,,2394
MD,Country,Moldova ,Eurasia,Territory,1.5°C,67%,Population,2,0,2025,2023.0,3067070.0,5.962224,954.140268,1.943947806864532,210204575.5,0.00030769919244239257,0.0005080217998866397,0.00038162468583390123,0.0,23596.667995000003,7.2606756863927515,2.3673002854166194,0.0007058934132915078,24550.808263000003,1375274.20179,0.00031109178075492246,0.0007058934132915078,,,2395
MD,Country,Moldova ,Eurasia,Territory,1.5°C,67%,Responsibility,-38,-40,1985,2023.0,3067070.0,5.962224,954.140268,1.943947806864532,210204575.5,0.00030769919244239257,0.0005080217998866397,0.00038162468583390123,0.0,23596.667995000003,-429.3016828064219,-139.97126991116014,0.0007058934132915078,24550.808263000003,1375274.20179,0.00031109178075492246,0.0007058934132915078,-429.3016828064219,,2396
MD,Country,Moldova ,Eurasia,Territory,2°C,50%,Population,122,75,2100,2023.0,3067070.0,5.962224,954.140268,1.943947806864532,210204575.5,0.00030769919244239257,0.0005080217998866397,0.00038162468583390123,0.0,1182596.667995,363.88403972712575,118.64223500837143,0.0007058934132915078,1183550.808263,2534274.2017900003,0.00031109178075492246,0.0007058934132915078,,,2397
MD,Country,Moldova ,Eurasia,Territory,2°C,50%,Responsibility,3,2,2026,2023.0,3067070.0,5.962224,954.140268,1.943947806864532,210204575.5,0.00030769919244239257,0.0005080217998866397,0.00038162468583390123,0.0,1182596.667995,9.948287013499483,4.239005981301253,0.0007058934132915078,1183550.808263,2534274.2017900003,0.00031109178075492246,0.0007058934132915078,13.001328075069637,8.412240016172229e-06,2398
MD,Country,Moldova ,Eurasia,Territory,2°C,67%,Population,94,75,2100,2023.0,3067070.0,5.962224,954.140268,1.943947806864532,210204575.5,0.00030769919244239257,0.0005080217998866397,0.00038162468583390123,0.0,907596.667995,279.2667618054678,91.05327293001717,0.0007058934132915078,908550.808263,2259274.2017900003,0.00031109178075492246,0.0007058934132915078,,,2399
MD,Country,Moldova ,Eurasia,Territory,2°C,67%,Responsibility,-17,-19,2006,2023.0,3067070.0,5.962224,954.140268,1.943947806864532,210204575.5,0.00030769919244239257,0.0005080217998866397,0.00038162468583390123,0.0,907596.667995,-91.94546052925318,-29.978272595425988,0.0007058934132915078,908550.808263,2259274.2017900003,0.00031109178075492246,0.0007058934132915078,-91.94546052925318,,2400
MG,Country,Madagascar,Africa,Territory,1.5°C,50%,Population,451,75,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,210596.667995,1009.0557549846761,32.345747477966114,7.454969952565823e-05,210697.435149,1562274.20179,3.2301375828403274e-06,7.454969952565823e-05,,,2401
MG,Country,Madagascar,Africa,Territory,1.5°C,50%,Responsibility,744,76,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,210596.667995,1665.9658220655863,191.15812269309646,7.454969952565823e-05,210697.435149,1562274.20179,3.2301375828403274e-06,7.454969952565823e-05,5963.355892360556,0.007910694114615051,2402
MG,Country,Madagascar,Africa,Territory,1.5°C,50%,Capacity,1495,76,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,210596.667995,3345.524146155786,447.1291200630916,7.454969952565823e-05,210697.435149,1562274.20179,3.2301375828403274e-06,7.454969952565823e-05,13948.609848272601,0.015885931045382048,2403
MG,Country,Madagascar,Africa,Territory,1.5°C,67%,Population,51,49,2074,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,23596.667995000003,113.06139772060772,3.6242352338917168,7.454969952565823e-05,23697.435149000004,1375274.20179,3.2301375828403274e-06,7.454969952565823e-05,,,2404
MG,Country,Madagascar,Africa,Territory,1.5°C,67%,Responsibility,88,76,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,23596.667995000003,197.68026589701134,167.89037326092193,7.454969952565823e-05,23697.435149000004,1375274.20179,3.2301375828403274e-06,7.454969952565823e-05,5237.496751647526,0.008377465239537151,2405
MG,Country,Madagascar,Africa,Territory,1.5°C,67%,Capacity,176,76,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,23596.667995000003,393.2341227377844,393.2223339923134,7.454969952565823e-05,23697.435149000004,1375274.20179,3.2301375828403274e-06,7.454969952565823e-05,12266.937388716664,0.016664815677412948,2406
MG,Country,Madagascar,Africa,Territory,2°C,50%,Population,2532,75,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,1182596.667995,5666.309847287749,181.6361747573261,7.454969952565823e-05,1182697.435149,2534274.2017900003,3.2301375828403274e-06,7.454969952565823e-05,,,2407
MG,Country,Madagascar,Africa,Territory,2°C,50%,Responsibility,3329,76,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,1182596.667995,7449.94785479283,312.1006491533834,7.454969952565823e-05,1182697.435149,2534274.2017900003,3.2301375828403274e-06,7.454969952565823e-05,9736.27078419513,0.006299652329837554,2408
MG,Country,Madagascar,Africa,Territory,2°C,50%,Capacity,6981,76,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,1182596.667995,15625.05731907574,727.3290989978315,7.454969952565823e-05,1182697.435149,2534274.2017900003,3.2301375828403274e-06,7.454969952565823e-05,22689.70947762217,0.01321249902180665,2409
MG,Country,Madagascar,Africa,Territory,2°C,67%,Population,1943,75,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,907596.667995,4348.671086605295,139.39865675133433,7.454969952565823e-05,907697.435149,2259274.2017900003,3.2301375828403274e-06,7.454969952565823e-05,,,2410
MG,Country,Madagascar,Africa,Territory,2°C,67%,Responsibility,2667,76,2100,2023.0,31195932.5,4.476379,100.767154,0.1434923927983239,879915769.5,0.004791413675208922,0.003648348718852226,0.003881599682957379,0.0089929008532403,907596.667995,5970.1629633751145,277.88337057665615,7.454969952565823e-05,907697.435149,2259274.2017900003,3.2301375828403274e-06,7.454969952565823e-05,8668.830871381851,0.00657799127509358,2411
