country,decile,year,EU_Priority,Secondary_indicator,primary_index,Score,Level
BG,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.6839007176180074,2 (EU_Priority)
BG,All,2016,All,All,All,0.5501015909706695,1 (EWBI)
CY,All,2016,Agriculture and Food,Nutrition need,AN-EHIS-1,0.6980642403227987,4 (Primary_indicator)
CY,All,2016,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.7294589966420612,4 (Primary_indicator)
CY,All,2016,Energy and Housing,Housing quality,HQ-SILC-1,0.9566899506247413,4 (Primary_indicator)
CY,All,2016,Energy and Housing,Energy,HE-SILC-1,0.5802679364186194,4 (Primary_indicator)
CY,All,2016,Energy and Housing,Energy,HE-SILC-2,0.7326591293754593,4 (Primary_indicator)
CY,All,2016,Energy and Housing,Energy,HE-HBS-1,0.115961620833449,4 (Primary_indicator)
CY,All,2016,Energy and Housing,Energy,HE-HBS-2,0.1823292138115805,4 (Primary_indicator)
CY,All,2016,Equality,Life satisfaction,EL-SILC-1,0.5658747278486022,4 (Primary_indicator)
CY,All,2016,Equality,Life satisfaction,EL-EHIS-1,0.864354960031403,4 (Primary_indicator)
CY,All,2016,Equality,Security,ES-SILC-1,0.3881993950122719,4 (Primary_indicator)
CY,All,2016,Equality,Security,ES-SILC-2,0.5163660653836182,4 (Primary_indicator)
CY,All,2016,Equality,Community,EC-SILC-1,0.8857648908052782,4 (Primary_indicator)
CY,All,2016,Equality,Community,EC-EHIS-1,0.8088218754295179,4 (Primary_indicator)
CY,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.8731771234236546,4 (Primary_indicator)
CY,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.5679059008600061,4 (Primary_indicator)
CY,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.7659140327506598,4 (Primary_indicator)
CY,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.2835749198269964,4 (Primary_indicator)
CY,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.7990796010899598,4 (Primary_indicator)
CY,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.5173950670917832,4 (Primary_indicator)
CY,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.6788036404486132,4 (Primary_indicator)
CY,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.5259680504996499,4 (Primary_indicator)
CY,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9240414244022452,4 (Primary_indicator)
CY,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.5247524656116896,4 (Primary_indicator)
CY,All,2016,Agriculture and Food,Nutrition need,All,0.6980642403227987,3 (Secondary_indicator)
CY,All,2016,Agriculture and Food,Nutrition expense,All,0.7294589966420612,3 (Secondary_indicator)
CY,All,2016,Energy and Housing,Housing quality,All,0.9566899506247413,3 (Secondary_indicator)
CY,All,2016,Energy and Housing,Energy,All,0.408368475287376,3 (Secondary_indicator)
CY,All,2016,Equality,Life satisfaction,All,0.7179533940640053,3 (Secondary_indicator)
CY,All,2016,Equality,Security,All,0.4538644715118313,3 (Secondary_indicator)
CY,All,2016,Equality,Community,All,0.848274714587909,3 (Secondary_indicator)
CY,All,2016,Health and Animal Welfare,Health condition and impact,All,0.6367726641997845,3 (Secondary_indicator)
CY,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.713140549770678,3 (Secondary_indicator)
CY,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.5247524656116896,3 (Secondary_indicator)
CY,All,2016,Agriculture and Food,All,All,0.7137616184824299,2 (EU_Priority)
CY,All,2016,Energy and Housing,All,All,0.6825292129560586,2 (EU_Priority)
CY,All,2016,Equality,All,All,0.6733641933879152,2 (EU_Priority)
CY,All,2016,Health and Animal Welfare,All,All,0.6367726641997845,2 (EU_Priority)
CY,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.6189465076911838,2 (EU_Priority)
CY,All,2016,All,All,All,0.6650748393434744,1 (EWBI)
CZ,All,2016,Agriculture and Food,Nutrition need,AN-EHIS-1,0.5514984657391196,4 (Primary_indicator)
CZ,All,2016,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.5100606279876754,4 (Primary_indicator)
CZ,All,2016,Energy and Housing,Housing quality,HQ-SILC-1,0.7782665036080835,4 (Primary_indicator)
CZ,All,2016,Energy and Housing,Energy,HE-SILC-1,0.8772989232364498,4 (Primary_indicator)
CZ,All,2016,Energy and Housing,Energy,HE-SILC-2,0.9309649848188151,4 (Primary_indicator)
CZ,All,2016,Energy and Housing,Energy,HE-HBS-1,0.11558151241151517,4 (Primary_indicator)
CZ,All,2016,Energy and Housing,Energy,HE-HBS-2,0.12498087907600387,4 (Primary_indicator)
CZ,All,2016,Equality,Life satisfaction,EL-SILC-1,0.7903041325454037,4 (Primary_indicator)
CZ,All,2016,Equality,Life satisfaction,EL-EHIS-1,0.8904941507297547,4 (Primary_indicator)
CZ,All,2016,Equality,Security,ES-SILC-1,0.700132400014714,4 (Primary_indicator)
CZ,All,2016,Equality,Security,ES-SILC-2,0.8013051664306473,4 (Primary_indicator)
CZ,All,2016,Equality,Community,EC-SILC-1,0.8631087357623876,4 (Primary_indicator)
CZ,All,2016,Equality,Community,EC-EHIS-1,0.5634812908861714,4 (Primary_indicator)
CZ,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.6016665865678557,4 (Primary_indicator)
CZ,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.556066073475141,4 (Primary_indicator)
CZ,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.5694541089499803,4 (Primary_indicator)
CZ,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.4023535306666067,4 (Primary_indicator)
CZ,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.7450799053717124,4 (Primary_indicator)
CZ,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.5545921468607277,4 (Primary_indicator)
CZ,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.7975604564147616,4 (Primary_indicator)
CZ,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.9711697535664167,4 (Primary_indicator)
CZ,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.8516382588532022,4 (Primary_indicator)
CZ,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.7714739367019385,4 (Primary_indicator)
CZ,All,2016,Agriculture and Food,Nutrition need,All,0.5514984657391196,3 (Secondary_indicator)
CZ,All,2016,Agriculture and Food,Nutrition expense,All,0.5100606279876754,3 (Secondary_indicator)
CZ,All,2016,Energy and Housing,Housing quality,All,0.7782665036080835,3 (Secondary_indicator)
CZ,All,2016,Energy and Housing,Energy,All,0.5127140074660679,3 (Secondary_indicator)
CZ,All,2016,Equality,Life satisfaction,All,0.8445482889151953,3 (Secondary_indicator)
CZ,All,2016,Equality,Security,All,0.7509141904808109,3 (Secondary_indicator)
CZ,All,2016,Equality,Community,All,0.7211159565821328,3 (Secondary_indicator)
CZ,All,2016,Health and Animal Welfare,Health condition and impact,All,0.5816342463342543,3 (Secondary_indicator)
CZ,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8738580887041881,3 (Secondary_indicator)
CZ,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.7714739367019385,3 (Secondary_indicator)
CZ,All,2016,Agriculture and Food,All,All,0.5307795468633976,2 (EU_Priority)
CZ,All,2016,Energy and Housing,All,All,0.6454902555370756,2 (EU_Priority)
CZ,All,2016,Equality,All,All,0.772192811992713,2 (EU_Priority)
CZ,All,2016,Health and Animal Welfare,All,All,0.5816342463342543,2 (EU_Priority)
CZ,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.8226660127030634,2 (EU_Priority)
CZ,All,2016,All,All,All,0.6705525746861009,1 (EWBI)
DE,All,2016,Agriculture and Food,Nutrition need,AN-EHIS-1,0.7554976251037074,4 (Primary_indicator)
DE,All,2016,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.5294782402620161,4 (Primary_indicator)
DE,All,2016,Energy and Housing,Housing quality,HQ-SILC-1,0.9866128710720369,4 (Primary_indicator)
DE,All,2016,Energy and Housing,Energy,HE-SILC-1,0.8839554273017903,4 (Primary_indicator)
DE,All,2016,Energy and Housing,Energy,HE-SILC-2,0.9323218917417112,4 (Primary_indicator)
DE,All,2016,Energy and Housing,Energy,HE-HBS-1,0.11558151241151517,4 (Primary_indicator)
DE,All,2016,Energy and Housing,Energy,HE-HBS-2,0.12129680842925897,4 (Primary_indicator)
DE,All,2016,Equality,Life satisfaction,EL-SILC-1,0.7985138262511634,4 (Primary_indicator)
DE,All,2016,Equality,Life satisfaction,EL-EHIS-1,0.7803646283984587,4 (Primary_indicator)
DE,All,2016,Equality,Security,ES-SILC-1,0.7135286812194742,4 (Primary_indicator)
DE,All,2016,Equality,Security,ES-SILC-2,0.9432529431755745,4 (Primary_indicator)
DE,All,2016,Equality,Community,EC-SILC-1,0.6552913291759112,4 (Primary_indicator)
DE,All,2016,Equality,Community,EC-EHIS-1,0.7696445769204032,4 (Primary_indicator)
DE,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.7135807822787936,4 (Primary_indicator)
DE,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.3586641938416377,4 (Primary_indicator)
DE,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.6469509643924224,4 (Primary_indicator)
DE,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.32300048232285494,4 (Primary_indicator)
DE,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.7755574864569378,4 (Primary_indicator)
DE,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.8322229196599477,4 (Primary_indicator)
DE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.5096426614673158,4 (Primary_indicator)
DE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.7731585375447274,4 (Primary_indicator)
DE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.8538425708289697,4 (Primary_indicator)
DE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.8157096483219594,4 (Primary_indicator)
DE,All,2016,Agriculture and Food,Nutrition need,All,0.7554976251037074,3 (Secondary_indicator)
DE,All,2016,Agriculture and Food,Nutrition expense,All,0.5294782402620161,3 (Secondary_indicator)
DE,All,2016,Energy and Housing,Housing quality,All,0.9866128710720369,3 (Secondary_indicator)
DE,All,2016,Energy and Housing,Energy,All,0.5137779764150402,3 (Secondary_indicator)
DE,All,2016,Equality,Life satisfaction,All,0.7905638254747835,3 (Secondary_indicator)
DE,All,2016,Equality,Security,All,0.8324703145499011,3 (Secondary_indicator)
DE,All,2016,Equality,Community,All,0.7137282004626012,3 (Secondary_indicator)
DE,All,2016,Health and Animal Welfare,Health condition and impact,All,0.6119815279193875,3 (Secondary_indicator)
DE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.7184314313094913,3 (Secondary_indicator)
DE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.8157096483219594,3 (Secondary_indicator)
DE,All,2016,Agriculture and Food,All,All,0.6424879326828618,2 (EU_Priority)
DE,All,2016,Energy and Housing,All,All,0.7501954237435385,2 (EU_Priority)
DE,All,2016,Equality,All,All,0.7789207801624286,2 (EU_Priority)
DE,All,2016,Health and Animal Welfare,All,All,0.6119815279193875,2 (EU_Priority)
DE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7670705398157254,2 (EU_Priority)
DE,All,2016,All,All,All,0.7101312408647884,1 (EWBI)
DK,All,2016,Agriculture and Food,Nutrition need,AN-EHIS-1,0.8520754593749597,4 (Primary_indicator)
DK,All,2016,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.6514937863947629,4 (Primary_indicator)
DK,All,2016,Energy and Housing,Housing quality,HQ-SILC-1,0.8595074663837462,4 (Primary_indicator)
DK,All,2016,Energy and Housing,Energy,HE-SILC-1,0.897211426424784,4 (Primary_indicator)
DK,All,2016,Energy and Housing,Energy,HE-SILC-2,0.9346051729790447,4 (Primary_indicator)
DK,All,2016,Energy and Housing,Energy,HE-HBS-1,0.11558151241151517,4 (Primary_indicator)
DK,All,2016,Energy and Housing,Energy,HE-HBS-2,0.12119934555364754,4 (Primary_indicator)
DK,All,2016,Equality,Life satisfaction,EL-SILC-1,0.8372747083604462,4 (Primary_indicator)
DK,All,2016,Equality,Life satisfaction,EL-EHIS-1,0.7627049503189559,4 (Primary_indicator)
DK,All,2016,Equality,Security,ES-SILC-1,0.8033614138474334,4 (Primary_indicator)
DK,All,2016,Equality,Security,ES-SILC-2,0.9199028377540706,4 (Primary_indicator)
DK,All,2016,Equality,Community,EC-SILC-1,0.7769950444295595,4 (Primary_indicator)
DK,All,2016,Equality,Community,EC-EHIS-1,0.6747870878792471,4 (Primary_indicator)
DK,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.7266841116697569,4 (Primary_indicator)
DK,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.6339118759575703,4 (Primary_indicator)
DK,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.45559768057958827,4 (Primary_indicator)
DK,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.4624750708285182,4 (Primary_indicator)
DK,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.7983025505650198,4 (Primary_indicator)
DK,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.9280466326084579,4 (Primary_indicator)
DK,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.266052679566236,4 (Primary_indicator)
DK,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.7197905688077834,4 (Primary_indicator)
DK,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.8206105198340976,4 (Primary_indicator)
DK,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.8256194717995212,4 (Primary_indicator)
DK,All,2016,Agriculture and Food,Nutrition need,All,0.8520754593749597,3 (Secondary_indicator)
DK,All,2016,Agriculture and Food,Nutrition expense,All,0.6514937863947629,3 (Secondary_indicator)
DK,All,2016,Energy and Housing,Housing quality,All,0.8595074663837462,3 (Secondary_indicator)
DK,All,2016,Energy and Housing,Energy,All,0.5175051100402939,3 (Secondary_indicator)
DK,All,2016,Equality,Life satisfaction,All,0.8018988052323255,3 (Secondary_indicator)
DK,All,2016,Equality,Security,All,0.8619624466464434,3 (Secondary_indicator)
DK,All,2016,Equality,Community,All,0.7421571119511613,3 (Secondary_indicator)
DK,All,2016,Health and Animal Welfare,Health condition and impact,All,0.6766032639495406,3 (Secondary_indicator)
DK,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.6073659785054533,3 (Secondary_indicator)
DK,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.8256194717995212,3 (Secondary_indicator)
DK,All,2016,Agriculture and Food,All,All,0.7517846228848613,2 (EU_Priority)
DK,All,2016,Energy and Housing,All,All,0.6885062882120201,2 (EU_Priority)
DK,All,2016,Equality,All,All,0.8020061212766434,2 (EU_Priority)
DK,All,2016,Health and Animal Welfare,All,All,0.6766032639495406,2 (EU_Priority)
DK,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7164927251524873,2 (EU_Priority)
DK,All,2016,All,All,All,0.7270786042951105,1 (EWBI)
EE,All,2016,Agriculture and Food,Nutrition need,AN-EHIS-1,0.7311422900522636,4 (Primary_indicator)
EE,All,2016,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.8006901486601821,4 (Primary_indicator)
EE,All,2016,Energy and Housing,Housing quality,HQ-SILC-1,0.8703091128892444,4 (Primary_indicator)
EE,All,2016,Energy and Housing,Energy,HE-SILC-1,0.8954853115736581,4 (Primary_indicator)
EE,All,2016,Energy and Housing,Energy,HE-SILC-2,0.8445993122763852,4 (Primary_indicator)
EE,All,2016,Energy and Housing,Energy,HE-HBS-1,0.11558151241151517,4 (Primary_indicator)
EE,All,2016,Energy and Housing,Energy,HE-HBS-2,0.1999153581203531,4 (Primary_indicator)
EE,All,2016,Equality,Life satisfaction,EL-SILC-1,0.7129002324739621,4 (Primary_indicator)
EE,All,2016,Equality,Life satisfaction,EL-EHIS-1,0.8945898007168178,4 (Primary_indicator)
EE,All,2016,Equality,Security,ES-SILC-1,0.6939094306244757,4 (Primary_indicator)
EE,All,2016,Equality,Security,ES-SILC-2,0.8614505234332334,4 (Primary_indicator)
EE,All,2016,Equality,Community,EC-SILC-1,0.7188047553953877,4 (Primary_indicator)
EE,All,2016,Equality,Community,EC-EHIS-1,0.6334996939526804,4 (Primary_indicator)
EE,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.5199974161602682,4 (Primary_indicator)
EE,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.29109839779767954,4 (Primary_indicator)
EE,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.36025515575350103,4 (Primary_indicator)
EE,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.47915839215258255,4 (Primary_indicator)
EE,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.8366564682487102,4 (Primary_indicator)
EE,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.49777754944894126,4 (Primary_indicator)
EE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.5481492016022194,4 (Primary_indicator)
EE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.9257253966534225,4 (Primary_indicator)
EE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.8987408650180686,4 (Primary_indicator)
EE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.8230424924047853,4 (Primary_indicator)
EE,All,2016,Agriculture and Food,Nutrition need,All,0.7311422900522636,3 (Secondary_indicator)
EE,All,2016,Agriculture and Food,Nutrition expense,All,0.8006901486601821,3 (Secondary_indicator)
EE,All,2016,Energy and Housing,Housing quality,All,0.8703091128892444,3 (Secondary_indicator)
EE,All,2016,Energy and Housing,Energy,All,0.5193757845236825,3 (Secondary_indicator)
EE,All,2016,Equality,Life satisfaction,All,0.8041408580913336,3 (Secondary_indicator)
EE,All,2016,Equality,Security,All,0.7780340791376419,3 (Secondary_indicator)
EE,All,2016,Equality,Community,All,0.6815648061179047,3 (Secondary_indicator)
EE,All,2016,Health and Animal Welfare,Health condition and impact,All,0.5088374362944766,3 (Secondary_indicator)
EE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.7949719566447186,3 (Secondary_indicator)
EE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.8230424924047853,3 (Secondary_indicator)
EE,All,2016,Agriculture and Food,All,All,0.7659162193562228,2 (EU_Priority)
EE,All,2016,Energy and Housing,All,All,0.6948424487064635,2 (EU_Priority)
EE,All,2016,Equality,All,All,0.7545799144489601,2 (EU_Priority)
EE,All,2016,Health and Animal Welfare,All,All,0.5088374362944766,2 (EU_Priority)
EE,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.8090072245247519,2 (EU_Priority)
EE,All,2016,All,All,All,0.706636648666175,1 (EWBI)
EL,All,2016,Agriculture and Food,Nutrition need,AN-EHIS-1,0.5398443114228302,4 (Primary_indicator)
EL,All,2016,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.6528778961120721,4 (Primary_indicator)
EL,All,2016,Energy and Housing,Housing quality,HQ-SILC-1,0.695302059062187,4 (Primary_indicator)
EL,All,2016,Energy and Housing,Energy,HE-SILC-1,0.49018711171519125,4 (Primary_indicator)
EL,All,2016,Energy and Housing,Energy,HE-SILC-2,0.24617523540906977,4 (Primary_indicator)
EL,All,2016,Energy and Housing,Energy,HE-HBS-1,0.9177418584709977,4 (Primary_indicator)
EL,All,2016,Energy and Housing,Energy,HE-HBS-2,0.9228173965228931,4 (Primary_indicator)
EL,All,2016,Equality,Life satisfaction,EL-SILC-1,0.5692195867072033,4 (Primary_indicator)
EL,All,2016,Equality,Life satisfaction,EL-EHIS-1,0.8382571109112807,4 (Primary_indicator)
EL,All,2016,Equality,Security,ES-SILC-1,0.4258186130276632,4 (Primary_indicator)
EL,All,2016,Equality,Security,ES-SILC-2,0.3435371143487882,4 (Primary_indicator)
EL,All,2016,Equality,Community,EC-SILC-1,0.4063242303066571,4 (Primary_indicator)
EL,All,2016,Equality,Community,EC-EHIS-1,0.24948429102050182,4 (Primary_indicator)
EL,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.5954289922467466,4 (Primary_indicator)
EL,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.7708397796904909,4 (Primary_indicator)
EL,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.5658745918337728,4 (Primary_indicator)
EL,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.2703834453705851,4 (Primary_indicator)
EL,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.7718023369161807,4 (Primary_indicator)
EL,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.3323096144655711,4 (Primary_indicator)
EL,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.8989001609439511,4 (Primary_indicator)
EL,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.6223951440009696,4 (Primary_indicator)
EL,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9099113316787113,4 (Primary_indicator)
EL,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.4813475800291237,4 (Primary_indicator)
EL,All,2016,Agriculture and Food,Nutrition need,All,0.5398443114228302,3 (Secondary_indicator)
EL,All,2016,Agriculture and Food,Nutrition expense,All,0.6528778961120721,3 (Secondary_indicator)
EL,All,2016,Energy and Housing,Housing quality,All,0.695302059062187,3 (Secondary_indicator)
EL,All,2016,Energy and Housing,Energy,All,0.6475564707232547,3 (Secondary_indicator)
EL,All,2016,Equality,Life satisfaction,All,0.7051137674825041,3 (Secondary_indicator)
EL,All,2016,Equality,Security,All,0.3875765442046443,3 (Secondary_indicator)
EL,All,2016,Equality,Community,All,0.3524475583084646,3 (Secondary_indicator)
EL,All,2016,Health and Animal Welfare,Health condition and impact,All,0.5560267811943673,3 (Secondary_indicator)
EL,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8336998375314854,3 (Secondary_indicator)
EL,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.4813475800291237,3 (Secondary_indicator)
EL,All,2016,Agriculture and Food,All,All,0.5963611037674512,2 (EU_Priority)
EL,All,2016,Energy and Housing,All,All,0.6714292648927209,2 (EU_Priority)
EL,All,2016,Equality,All,All,0.481712623331871,2 (EU_Priority)
EL,All,2016,Health and Animal Welfare,All,All,0.5560267811943673,2 (EU_Priority)
EL,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.6575237087803045,2 (EU_Priority)
EL,All,2016,All,All,All,0.592610696393343,1 (EWBI)
FI,All,2016,Agriculture and Food,Nutrition need,AN-EHIS-1,0.6069987450999417,4 (Primary_indicator)
FI,All,2016,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.5570573828760557,4 (Primary_indicator)
FI,All,2016,Energy and Housing,Housing quality,HQ-SILC-1,0.8381759560714384,4 (Primary_indicator)
FI,All,2016,Energy and Housing,Energy,HE-SILC-1,0.9079058067867983,4 (Primary_indicator)
FI,All,2016,Energy and Housing,Energy,HE-SILC-2,0.8572126303331811,4 (Primary_indicator)
FI,All,2016,Energy and Housing,Energy,HE-HBS-1,0.9177418584709977,4 (Primary_indicator)
FI,All,2016,Energy and Housing,Energy,HE-HBS-2,0.9228173965228931,4 (Primary_indicator)
FI,All,2016,Equality,Life satisfaction,EL-SILC-1,0.8971782647603753,4 (Primary_indicator)
FI,All,2016,Equality,Life satisfaction,EL-EHIS-1,0.7490694898851102,4 (Primary_indicator)
FI,All,2016,Equality,Security,ES-SILC-1,0.7329086185459492,4 (Primary_indicator)
FI,All,2016,Equality,Security,ES-SILC-2,0.9456275887982742,4 (Primary_indicator)
FI,All,2016,Equality,Community,EC-SILC-1,0.5909511757573334,4 (Primary_indicator)
FI,All,2016,Equality,Community,EC-EHIS-1,0.6479755960292947,4 (Primary_indicator)
FI,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.8184538760277184,4 (Primary_indicator)
FI,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.2546974767225483,4 (Primary_indicator)
FI,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.3752019028798894,4 (Primary_indicator)
FI,All,2016,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.5524959680549616,4 (Primary_indicator)
FI,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.778217727812265,4 (Primary_indicator)
FI,All,2016,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.8916213006456337,4 (Primary_indicator)
FI,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.5658678212162218,4 (Primary_indicator)
FI,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.76303209760504,4 (Primary_indicator)
FI,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.7901421288070074,4 (Primary_indicator)
FI,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.6620682621021072,4 (Primary_indicator)
FI,All,2016,Agriculture and Food,Nutrition need,All,0.6069987450999417,3 (Secondary_indicator)
FI,All,2016,Agriculture and Food,Nutrition expense,All,0.5570573828760557,3 (Secondary_indicator)
FI,All,2016,Energy and Housing,Housing quality,All,0.8381759560714384,3 (Secondary_indicator)
FI,All,2016,Energy and Housing,Energy,All,0.9015030866921502,3 (Secondary_indicator)
FI,All,2016,Equality,Life satisfaction,All,0.8250751192882831,3 (Secondary_indicator)
FI,All,2016,Equality,Security,All,0.8406116932764721,3 (Secondary_indicator)
FI,All,2016,Equality,Community,All,0.6236596497296609,3 (Secondary_indicator)
FI,All,2016,Health and Animal Welfare,Health condition and impact,All,0.6157259376369655,3 (Secondary_indicator)
FI,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.7097271091877734,3 (Secondary_indicator)
FI,All,2016,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.6620682621021072,3 (Secondary_indicator)
